withdrawal_id,customer_id,date_id,payment_method_id,gross_withdrawal_amount,fees,net_withdrawal,status,currency
3115,3176,20250406,4,23.09,0.33,22.76,Approved,NOK
3116,3176,20250917,4,84.32,0.92,83.4,Approved,NOK
3117,3182,20250918,2,28.04,0.4,27.64,Approved,SEK
3118,3185,20251001,3,7690.56,58.39,7632.17,Pending,COP
3119,3189,20250314,3,166.88,1.38,165.5,Approved,EUR
3120,3190,20250525,5,552.66,2.53,550.13,Approved,DKK
3121,3192,20250907,6,171.38,0.74,170.64,Approved,SEK
3122,3192,20250709,1,91.65,0.91,90.74,Approved,SEK
3123,3193,20241207,2,251.83,1.16,250.67,Approved,NZD
3124,3194,20241019,1,167.94,0.63,167.31,Approved,EUR
3125,3194,20251022,1,5.0,0.54,4.46,Approved,EUR
3126,3195,20251007,3,623.25,4.94,618.31,Approved,EUR
3127,3196,20240906,3,80.58,0.93,79.65,Approved,AUD
3128,3196,20241211,1,5.0,0.39,4.61,Approved,AUD
3129,3197,20251013,6,450.57,2.76,447.81,Approved,MXN
3130,3197,20250404,3,51.11,0.53,50.58,Approved,MXN
3131,3197,20250315,3,99.36,0.59,98.77,Approved,MXN
3132,3197,20250618,6,213.25,1.47,211.78,Approved,MXN
3133,3197,20241025,6,114.31,0.91,113.4,Approved,MXN
3134,3201,20250916,6,10922.01,42.87,10879.14,Approved,EUR
3135,3205,20240831,4,53.15,0.46,52.69,Approved,USD
3136,3207,20251018,3,34.98,0.56,34.42,Approved,NZD
3137,3208,20250930,1,20.07,0.52,19.55,Pending,CAD
3138,3208,20250911,6,22.72,0.45,22.27,Approved,CAD
3139,3208,20250811,5,18.29,0.51,17.78,Approved,CAD
3140,3211,20251029,5,67.69,0.64,67.05,Approved,EUR
3141,3212,20250530,2,294.28,2.21,292.07,Approved,NOK
3142,3212,20250810,1,699.17,5.9,693.27,Pending,NOK
3143,3212,20250726,6,268.43,1.81,266.62,Approved,NOK
3144,3212,20250927,1,938.16,4.5,933.66,Approved,NOK
3145,3214,20250423,2,8.47,0.31,8.16,Approved,SEK
3146,3214,20250622,5,294.79,1.36,293.43,Approved,SEK
3147,3214,20241030,2,168.57,1.17,167.4,Approved,SEK
3148,3215,20250819,5,274.04,2.23,271.81,Approved,BRL
3149,3217,20250901,2,20.12,0.34,19.78,Approved,CAD
3150,3217,20250730,6,10.05,0.33,9.72,Approved,CAD
3151,3218,20250726,6,43.28,0.68,42.6,Approved,EUR
3152,3218,20250616,6,55.04,0.68,54.36,Approved,EUR
3153,3218,20250414,2,132.98,1.04,131.94,Approved,EUR
3154,3218,20250324,3,53.39,0.38,53.01,Approved,EUR
3155,3219,20250810,6,90.76,0.96,89.8,Approved,COP
3156,3219,20241113,1,194.56,1.18,193.38,Approved,COP
3157,3219,20251030,2,221.12,1.18,219.94,Approved,COP
3158,3219,20250925,5,9.59,0.44,9.15,Approved,COP
3159,3219,20241016,5,243.88,1.2,242.68,Approved,COP
3160,3221,20250901,4,5.0,0.6,4.4,Approved,NZD
3161,3221,20250105,2,5.0,0.49,4.51,Approved,NZD
3162,3224,20250924,6,920.81,7.82,912.99,Approved,DKK
3163,3227,20251031,2,41.78,0.46,41.32,Approved,EUR
3164,3227,20251031,5,10.13,0.54,9.59,Approved,EUR
3165,3227,20251030,2,62.4,0.82,61.58,Approved,EUR
3166,3228,20251001,5,61.57,0.72,60.85,Approved,AUD
3167,3229,20250813,2,12.77,0.55,12.22,Approved,EUR
3168,3230,20251020,6,89.54,0.8,88.74,Approved,CAD
3169,3231,20250825,2,103.58,0.88,102.7,Approved,CAD
3170,3231,20251031,6,1188.38,7.1,1181.28,Approved,CAD
3171,3233,20240814,5,218.81,1.38,217.43,Approved,EUR
3172,3234,20250626,2,150.51,0.95,149.56,Approved,USD
3173,3237,20250827,2,7.64,0.44,7.2,Approved,EUR
3174,3237,20250812,4,8.26,0.33,7.93,Pending,EUR
3175,3237,20250917,6,12.43,0.37,12.06,Approved,EUR
3176,3237,20250919,4,7.23,0.31,6.92,Approved,EUR
3177,3237,20250630,3,5.0,0.39,4.61,Approved,EUR
3178,3237,20250926,1,5.0,0.48,4.52,Approved,EUR
3179,3238,20250123,1,190.71,1.31,189.4,Approved,BRL
3180,3242,20241220,3,739.41,2.9,736.51,Approved,NOK
3181,3242,20250611,4,85.32,0.65,84.67,Approved,NOK
3182,3244,20251012,3,375.72,2.85,372.87,Approved,EUR
3183,3245,20251006,4,56.91,0.55,56.36,Approved,DKK
3184,3247,20250313,1,206.21,1.29,204.92,Approved,EUR
3185,3248,20250724,4,93.15,0.89,92.26,Pending,EUR
3186,3248,20251009,5,124.34,1.31,123.03,Approved,EUR
3187,3249,20250404,1,13491.31,92.95,13398.36,Approved,DKK
3188,3250,20250818,6,136.36,1.19,135.17,Approved,EUR
3189,3250,20250827,1,328.28,2.43,325.85,Pending,EUR
3190,3251,20250909,6,6.88,0.29,6.59,Pending,EUR
3191,3251,20250801,6,60.17,0.57,59.6,Approved,EUR
3192,3253,20251010,1,124.89,1.09,123.8,Approved,NOK
3193,3254,20250908,3,8.7,0.36,8.34,Approved,MXN
3194,3254,20241115,5,96.49,0.49,96.0,Approved,MXN
3195,3254,20250114,3,268.44,1.54,266.9,Approved,MXN
3196,3254,20250502,6,376.2,1.23,374.97,Approved,MXN
3197,3254,20251009,6,262.2,2.52,259.68,Approved,MXN
3198,3255,20241007,1,111.45,1.15,110.3,Approved,ARS
3199,3256,20251018,2,211.16,1.39,209.77,Approved,EUR
3200,3256,20251024,2,194.22,1.61,192.61,Pending,EUR
3201,3265,20250727,6,276.5,1.1,275.4,Approved,EUR
3202,3266,20251017,1,5.0,0.51,4.49,Approved,EUR
3203,3266,20251016,1,5.0,0.29,4.71,Approved,EUR
3204,3266,20250927,1,5.0,0.43,4.57,Approved,EUR
3205,3266,20250924,5,5.0,0.24,4.76,Approved,EUR
3206,3266,20250729,1,5.0,0.4,4.6,Approved,EUR
3207,3266,20250522,5,5.0,0.35,4.65,Approved,EUR
3208,3266,20251027,2,5.0,0.33,4.67,Approved,EUR
3209,3267,20251026,3,35.89,0.49,35.4,Approved,EUR
3210,3267,20250512,3,27.99,0.73,27.26,Approved,EUR
3211,3267,20250308,6,41.81,0.66,41.15,Approved,EUR
3212,3268,20250626,6,21.26,0.67,20.59,Approved,GBP
3213,3268,20250408,4,6.15,0.35,5.8,Approved,GBP
3214,3268,20250419,3,24.73,0.62,24.11,Approved,GBP
3215,3268,20240825,5,7.06,0.58,6.48,Approved,GBP
3216,3268,20250516,6,13.74,0.64,13.1,Approved,GBP
3217,3270,20251009,6,1207.77,5.09,1202.68,Approved,AUD
3218,3272,20251012,3,338.46,2.72,335.74,Approved,CAD
3219,3272,20250924,2,22.86,0.53,22.33,Approved,CAD
3220,3272,20250808,2,54.9,0.55,54.35,Approved,CAD
3221,3276,20250213,5,328.43,3.0,325.43,Approved,EUR
3222,3277,20250302,2,455.33,3.91,451.42,Approved,GBP
3223,3277,20251010,1,90.63,1.06,89.57,Approved,GBP
3224,3278,20251006,6,88.37,1.04,87.33,Approved,EUR
3225,3281,20241226,2,169.81,1.14,168.67,Approved,NZD
3226,3283,20250819,2,60.05,0.82,59.23,Approved,BRL
3227,3284,20251005,1,695.85,4.62,691.23,Approved,ARS
3228,3286,20250315,6,9.8,0.54,9.26,Approved,EUR
3229,3286,20250722,2,10.18,0.42,9.76,Approved,EUR
3230,3289,20250925,2,378.36,1.34,377.02,Approved,EUR
3231,3289,20250805,3,302.78,2.2,300.58,Pending,EUR
3232,3290,20250108,2,581.55,4.63,576.92,Approved,ARS
3233,3292,20251016,1,23.73,0.68,23.05,Approved,DKK
3234,3292,20251005,1,95.6,0.8,94.8,Approved,DKK
3235,3292,20251023,6,41.46,0.44,41.02,Approved,DKK
3236,3294,20250709,6,251.19,1.68,249.51,Approved,DKK
3237,3297,20250406,6,205.76,1.33,204.43,Approved,NZD
3238,3297,20240505,6,276.38,1.97,274.41,Approved,NZD
3239,3297,20250226,6,110.4,0.68,109.72,Approved,NZD
3240,3297,20240602,2,78.33,0.91,77.42,Approved,NZD
3241,3299,20250730,3,857.79,2.71,855.08,Pending,EUR
3242,3301,20251017,3,1465.77,5.24,1460.53,Approved,SEK
3243,3303,20250826,1,2320.33,17.86,2302.47,Approved,AUD
3244,3309,20240911,6,19.15,0.55,18.6,Approved,CAD
3245,3310,20251024,6,36.46,0.66,35.8,Approved,COP
3246,3312,20251027,3,5.0,0.31,4.69,Approved,CAD
3247,3312,20251030,3,17.27,0.31,16.96,Approved,CAD
3248,3313,20251031,5,68.11,0.53,67.58,Approved,AUD
3249,3313,20251001,6,5.0,0.47,4.53,Approved,AUD
3250,3315,20251010,1,54.38,0.52,53.86,Approved,EUR
3251,3315,20250114,2,197.66,1.16,196.5,Approved,EUR
3252,3315,20250526,5,18.46,0.36,18.1,Approved,EUR
3253,3316,20251024,5,5.0,0.43,4.57,Approved,AUD
3254,3316,20251028,1,5.0,0.23,4.77,Approved,AUD
3255,3316,20251031,3,5.0,0.53,4.47,Approved,AUD
3256,3317,20250629,5,78.68,0.87,77.81,Approved,CAD
3257,3319,20250926,2,41.46,0.48,40.98,Approved,EUR
3258,3319,20241017,6,78.11,0.58,77.53,Approved,EUR
3259,3319,20240621,6,41.71,0.84,40.87,Approved,EUR
3260,3321,20250212,2,43.51,0.7,42.81,Approved,GBP
3261,3321,20250810,3,92.95,0.59,92.36,Approved,GBP
3262,3322,20240621,6,121.9,0.74,121.16,Approved,NOK
3263,3322,20251027,2,162.03,0.78,161.25,Approved,NOK
3264,3323,20251007,1,16941.18,107.74,16833.44,Approved,ARS
3265,3327,20250901,4,194.74,1.3,193.44,Pending,ARS
3266,3327,20250512,6,72.17,0.89,71.28,Approved,ARS
3267,3327,20250114,6,71.76,0.65,71.11,Approved,ARS
3268,3331,20250728,5,219.87,1.51,218.36,Approved,MXN
3269,3332,20250715,3,253.31,1.54,251.77,Declined,USD
3270,3333,20250806,6,432.1,3.95,428.15,Approved,EUR
3271,3335,20251016,2,59.09,0.78,58.31,Approved,NOK
3272,3336,20250716,5,696.47,2.76,693.71,Approved,GBP
3273,3337,20250117,1,310.85,2.02,308.83,Approved,MXN
3274,3338,20251020,3,11.0,0.51,10.49,Approved,EUR
3275,3338,20240328,1,5.0,0.37,4.63,Approved,EUR
3276,3338,20250730,5,12.86,0.55,12.31,Approved,EUR
3277,3342,20250929,6,21.92,0.56,21.36,Approved,NZD
3278,3342,20250822,1,13.8,0.64,13.16,Approved,NZD
3279,3342,20251012,2,7.27,0.64,6.63,Approved,NZD
3280,3343,20250824,3,157.71,1.41,156.3,Approved,MXN
3281,3343,20250825,3,28.25,0.45,27.8,Approved,MXN
3282,3344,20250919,6,36.15,0.43,35.72,Approved,EUR
3283,3346,20250816,1,242.8,1.64,241.16,Approved,EUR
3284,3346,20251005,3,353.85,1.29,352.56,Approved,EUR
3285,3346,20250611,6,359.53,1.56,357.97,Approved,EUR
3286,3346,20250928,1,160.54,0.98,159.56,Approved,EUR
3287,3346,20251006,5,246.3,1.96,244.34,Approved,EUR
3288,3347,20250923,6,113.76,0.8,112.96,Approved,EUR
3289,3351,20250917,6,15.41,0.3,15.11,Pending,NZD
3290,3351,20250625,4,187.56,1.34,186.22,Approved,NZD
3291,3353,20250113,3,144.68,1.51,143.17,Approved,EUR
3292,3359,20250820,1,1992.95,5.7,1987.25,Approved,EUR
3293,3359,20250815,1,3862.86,28.56,3834.3,Approved,EUR
3294,3359,20250719,5,2858.55,22.06,2836.49,Approved,EUR
3295,3359,20250831,3,595.05,2.9,592.15,Approved,EUR
3296,3359,20250521,5,2815.76,9.83,2805.93,Approved,EUR
3297,3361,20250810,6,357.05,3.21,353.84,Approved,CAD
3298,3362,20250523,5,247.92,1.43,246.49,Approved,NZD
3299,3362,20250812,6,230.69,1.63,229.06,Approved,NZD
3300,3363,20251030,5,372.62,1.09,371.53,Approved,NOK
3301,3364,20250520,2,79.03,0.77,78.26,Approved,NOK
3302,3366,20250825,3,321.79,2.71,319.08,Approved,EUR
3303,3366,20251026,2,69.98,0.71,69.27,Approved,EUR
3304,3367,20251019,2,94.82,0.79,94.03,Approved,DKK
3305,3367,20251018,1,125.07,0.97,124.1,Approved,DKK
3306,3368,20250712,2,12197.44,32.22,12165.22,Approved,GBP
3307,3369,20251029,4,672.63,1.93,670.7,Approved,COP
3308,3370,20250617,1,249.48,1.13,248.35,Approved,EUR
3309,3371,20250415,3,158.61,1.2,157.41,Pending,NZD
3310,3374,20251029,6,159.46,1.46,158.0,Approved,GBP
3311,3380,20250501,1,149.19,1.73,147.46,Approved,DKK
3312,3380,20250902,4,60.35,0.75,59.6,Approved,DKK
3313,3382,20250213,5,80.67,0.87,79.8,Approved,COP
3314,3382,20250509,1,857.34,4.76,852.58,Approved,COP
3315,3384,20251008,6,444.73,1.78,442.95,Approved,NOK
3316,3386,20250630,3,44.53,0.58,43.95,Approved,EUR
3317,3387,20241007,6,644.78,5.19,639.59,Approved,EUR
3318,3396,20251024,2,5.13,0.37,4.76,Approved,EUR
3319,3396,20241001,6,10.79,0.24,10.55,Approved,EUR
3320,3396,20241107,5,17.04,0.62,16.42,Approved,EUR
3321,3398,20251013,2,63.61,0.89,62.72,Approved,DKK
3322,3398,20250806,3,16.47,0.53,15.94,Approved,DKK
3323,3399,20240829,3,5.0,0.29,4.71,Approved,EUR
3324,3399,20250605,6,106.59,0.85,105.74,Pending,EUR
3325,3400,20250610,1,24.62,0.67,23.95,Pending,SEK
3326,3404,20251015,6,825.22,4.61,820.61,Approved,COP
3327,3404,20250913,2,173.54,1.63,171.91,Approved,COP
3328,3404,20250530,3,273.75,1.35,272.4,Approved,COP
3329,3405,20250505,1,47.53,0.5,47.03,Approved,EUR
3330,3406,20250831,6,586.39,2.12,584.27,Approved,ARS
3331,3408,20240902,3,131.4,1.45,129.95,Approved,AUD
3332,3408,20250529,5,104.21,0.45,103.76,Approved,AUD
3333,3409,20250401,2,3776.75,28.92,3747.83,Approved,USD
3334,3410,20250830,2,200.71,1.52,199.19,Pending,USD
3335,3410,20250831,6,288.78,2.14,286.64,Approved,USD
3336,3410,20251006,6,296.9,1.01,295.89,Approved,USD
3337,3411,20251024,6,16.63,0.37,16.26,Approved,ARS
3338,3411,20250612,1,63.11,0.55,62.56,Approved,ARS
3339,3411,20250707,4,5.89,0.35,5.54,Approved,ARS
3340,3411,20250929,5,5.23,0.34,4.89,Approved,ARS
3341,3411,20251014,6,10.39,0.65,9.74,Approved,ARS
3342,3413,20250930,3,8.62,0.44,8.18,Approved,SEK
3343,3413,20241119,1,17.99,0.39,17.6,Approved,SEK
3344,3417,20250626,6,228.23,2.06,226.17,Approved,BRL
3345,3418,20240928,6,138.24,1.1,137.14,Approved,ARS
3346,3419,20250517,1,210.93,1.82,209.11,Approved,EUR
3347,3420,20251020,3,289.19,1.3,287.89,Approved,NZD
3348,3423,20250617,5,157.9,0.97,156.93,Approved,EUR
3349,3426,20251005,4,111.65,0.79,110.86,Approved,GBP
3350,3427,20250817,6,9.59,0.45,9.14,Approved,EUR
3351,3427,20250218,5,6.24,0.48,5.76,Approved,EUR
3352,3428,20250824,3,21.14,0.29,20.85,Approved,MXN
3353,3428,20250429,6,9.76,0.64,9.12,Approved,MXN
3354,3430,20250325,2,182.95,0.72,182.23,Approved,COP
3355,3431,20250629,3,51.3,0.93,50.37,Approved,NZD
3356,3432,20251026,6,241.07,1.54,239.53,Approved,NOK
3357,3432,20250925,6,160.16,1.11,159.05,Pending,NOK
3358,3434,20250301,6,573.59,3.44,570.15,Approved,USD
3359,3437,20251007,4,85.17,0.86,84.31,Approved,SEK
3360,3437,20250924,6,91.38,0.97,90.41,Approved,SEK
3361,3439,20250617,1,24.56,0.5,24.06,Approved,EUR
3362,3439,20250609,4,22.26,0.42,21.84,Approved,EUR
3363,3439,20250805,3,81.68,0.72,80.96,Pending,EUR
3364,3439,20240831,6,22.12,0.35,21.77,Approved,EUR
3365,3442,20250413,3,18821.1,101.38,18719.72,Approved,EUR
3366,3443,20250912,2,102.71,0.67,102.04,Approved,AUD
3367,3444,20251031,4,8.22,0.28,7.94,Approved,EUR
3368,3444,20251030,6,17.28,0.63,16.65,Approved,EUR
3369,3444,20251030,2,31.84,0.68,31.16,Approved,EUR
3370,3446,20250903,3,72.28,0.82,71.46,Approved,EUR
3371,3451,20250923,3,13.32,0.52,12.8,Approved,EUR
3372,3451,20251009,4,37.76,0.3,37.46,Approved,EUR
3373,3451,20250914,6,9.19,0.61,8.58,Approved,EUR
3374,3451,20251001,1,25.15,0.43,24.72,Approved,EUR
3375,3452,20250520,2,278.26,1.34,276.92,Approved,EUR
3376,3453,20241228,6,13018.87,56.96,12961.91,Approved,DKK
3377,3456,20250901,4,332.69,1.27,331.42,Approved,CAD
3378,3458,20251003,1,95.14,0.84,94.3,Approved,CAD
3379,3458,20251027,3,111.05,1.11,109.94,Approved,CAD
3380,3460,20250705,6,158.97,0.92,158.05,Approved,EUR
3381,3460,20251022,6,21.56,0.39,21.17,Approved,EUR
3382,3461,20241007,6,46.99,0.63,46.36,Declined,NZD
3383,3461,20241001,5,10.35,0.52,9.83,Pending,NZD
3384,3462,20250815,6,436.45,3.87,432.58,Approved,USD
3385,3463,20251027,5,280.63,1.8,278.83,Approved,CAD
3386,3464,20250621,2,190.37,0.85,189.52,Approved,USD
3387,3464,20241128,2,170.88,1.46,169.42,Approved,USD
3388,3469,20251010,5,44.13,0.52,43.61,Approved,AUD
3389,3469,20250922,3,11.9,0.34,11.56,Approved,AUD
3390,3471,20251017,3,46.05,0.36,45.69,Approved,EUR
3391,3472,20250617,4,733.37,6.31,727.06,Approved,COP
3392,3472,20250413,4,1074.55,6.47,1068.08,Approved,COP
3393,3474,20250915,5,321.9,1.64,320.26,Approved,SEK
3394,3477,20250413,4,7.98,0.24,7.74,Approved,NOK
3395,3477,20250721,6,11.54,0.38,11.16,Approved,NOK
3396,3477,20250524,2,5.0,0.28,4.72,Approved,NOK
3397,3479,20251009,2,279.15,2.45,276.7,Approved,ARS
3398,3480,20251006,6,79.84,0.97,78.87,Pending,BRL
3399,3480,20251003,6,85.72,0.94,84.78,Approved,BRL
3400,3482,20240229,1,8.17,0.53,7.64,Approved,DKK
3401,3482,20240616,3,71.46,0.91,70.55,Approved,DKK
3402,3484,20250726,4,38.18,0.56,37.62,Approved,ARS
3403,3484,20250402,3,91.71,0.86,90.85,Approved,ARS
3404,3485,20250822,4,210.24,1.54,208.7,Approved,BRL
3405,3487,20251020,6,120.76,0.86,119.9,Approved,USD
3406,3487,20251022,6,119.12,0.8,118.32,Approved,USD
3407,3488,20251003,6,79.09,0.8,78.29,Approved,EUR
3408,3489,20250829,4,13.65,0.54,13.11,Approved,EUR
3409,3489,20250930,2,10.02,0.34,9.68,Approved,EUR
3410,3490,20250810,4,1046.37,5.35,1041.02,Approved,EUR
3411,3491,20250518,6,82.26,0.64,81.62,Pending,EUR
3412,3494,20240920,3,22.33,0.37,21.96,Pending,EUR
3413,3494,20240720,6,48.83,0.78,48.05,Approved,EUR
3414,3495,20250210,3,115.66,1.18,114.48,Approved,EUR
3415,3501,20250617,3,767.05,3.61,763.44,Approved,BRL
3416,3502,20250211,6,285.4,2.42,282.98,Approved,BRL
3417,3502,20251010,3,143.64,1.11,142.53,Approved,BRL
3418,3506,20250317,3,93.06,0.89,92.17,Approved,EUR
3419,3507,20240507,1,47.56,0.5,47.06,Approved,DKK
3420,3507,20241106,3,33.21,0.42,32.79,Approved,DKK
3421,3507,20250405,3,82.94,1.2,81.74,Approved,DKK
3422,3513,20251022,6,145.46,1.33,144.13,Approved,COP
3423,3513,20251027,2,33.85,0.37,33.48,Approved,COP
3424,3514,20250819,6,31.8,0.58,31.22,Approved,SEK
3425,3516,20250519,6,952.85,2.56,950.29,Approved,MXN
3426,3516,20241212,4,194.89,1.71,193.18,Approved,MXN
3427,3517,20250820,3,531.5,2.91,528.59,Approved,CAD
3428,3517,20250904,2,899.93,4.48,895.45,Approved,CAD
3429,3518,20251009,2,24.87,0.36,24.51,Approved,EUR
3430,3518,20250512,6,100.27,0.83,99.44,Approved,EUR
3431,3521,20240129,3,11.4,0.36,11.04,Approved,DKK
3432,3521,20250721,6,383.05,3.17,379.88,Approved,DKK
3433,3521,20250918,5,14.95,0.62,14.33,Approved,DKK
3434,3526,20250224,1,516.02,3.23,512.79,Approved,BRL
3435,3526,20251002,6,240.81,2.15,238.66,Approved,BRL
3436,3527,20250922,5,27.4,0.65,26.75,Approved,NOK
3437,3527,20250522,3,36.01,0.45,35.56,Approved,NOK
3438,3530,20251010,2,214.92,1.12,213.8,Approved,EUR
3439,3531,20250809,6,58.3,0.79,57.51,Approved,EUR
3440,3531,20250506,1,22.34,0.65,21.69,Approved,EUR
3441,3531,20250904,1,138.11,0.9,137.21,Approved,EUR
3442,3531,20250918,4,132.51,0.95,131.56,Approved,EUR
3443,3531,20251030,1,60.92,0.75,60.17,Approved,EUR
3444,3531,20250530,5,216.57,1.4,215.17,Approved,EUR
3445,3531,20250812,6,229.02,1.9,227.12,Approved,EUR
3446,3532,20251029,1,318.3,1.85,316.45,Approved,EUR
3447,3534,20250801,3,20.49,0.53,19.96,Approved,GBP
3448,3534,20250811,6,5.2,0.64,4.56,Approved,GBP
3449,3535,20250820,6,65.19,1.02,64.17,Approved,SEK
3450,3538,20251007,3,94.91,0.77,94.14,Approved,SEK
3451,3540,20251015,1,103.61,1.18,102.43,Approved,SEK
3452,3540,20250721,6,473.11,2.4,470.71,Approved,SEK
3453,3540,20250420,6,23.23,0.6,22.63,Approved,SEK
3454,3541,20250610,1,760.48,4.61,755.87,Approved,EUR
3455,3541,20251002,4,6.8,0.28,6.52,Approved,EUR
3456,3542,20240923,6,107.84,0.46,107.38,Approved,CAD
3457,3545,20240725,6,12.33,0.29,12.04,Pending,ARS
3458,3545,20250515,5,93.59,1.17,92.42,Approved,ARS
3459,3546,20251014,4,25.03,0.7,24.33,Approved,BRL
3460,3546,20251001,6,51.52,0.67,50.85,Approved,BRL
3461,3548,20250830,3,19.58,0.27,19.31,Approved,COP
3462,3548,20251018,6,18.65,0.5,18.15,Approved,COP
3463,3550,20251004,6,1316.77,9.32,1307.45,Approved,EUR
3464,3551,20240917,3,5.0,0.24,4.76,Approved,CAD
3465,3551,20250126,1,98.58,0.85,97.73,Approved,CAD
3466,3551,20241213,2,16.94,0.66,16.28,Approved,CAD
3467,3552,20250504,1,143.31,1.23,142.08,Approved,NZD
3468,3552,20250417,4,78.74,0.77,77.97,Approved,NZD
3469,3553,20251010,1,761.45,3.74,757.71,Approved,ARS
3470,3556,20251004,3,868.16,5.74,862.42,Approved,EUR
3471,3556,20250607,5,426.77,2.06,424.71,Approved,EUR
3472,3556,20250906,6,155.68,0.96,154.72,Approved,EUR
3473,3556,20250314,3,81.16,0.74,80.42,Approved,EUR
3474,3556,20250526,3,22.11,0.4,21.71,Approved,EUR
3475,3557,20241024,3,21.11,0.59,20.52,Approved,EUR
3476,3560,20250115,2,14.38,0.67,13.71,Approved,COP
3477,3560,20240808,2,19.83,0.39,19.44,Approved,COP
3478,3560,20240620,1,5.0,0.4,4.6,Approved,COP
3479,3560,20240908,3,6.56,0.62,5.94,Approved,COP
3480,3561,20250506,5,3978.81,16.93,3961.88,Approved,EUR
3481,3561,20241227,4,1692.35,10.39,1681.96,Approved,EUR
3482,3561,20241129,5,778.82,4.35,774.47,Approved,EUR
3483,3561,20250325,6,1026.2,3.74,1022.46,Approved,EUR
3484,3561,20240925,6,1390.54,9.07,1381.47,Approved,EUR
3485,3562,20250411,4,67.21,0.91,66.3,Approved,CAD
3486,3563,20250820,2,41.39,0.76,40.63,Approved,COP
3487,3563,20250802,6,139.66,0.94,138.72,Approved,COP
3488,3563,20250623,2,46.91,0.79,46.12,Approved,COP
3489,3565,20241102,5,7.83,0.33,7.5,Approved,NZD
3490,3565,20250306,5,17.04,0.4,16.64,Approved,NZD
3491,3569,20250721,6,2681.98,14.57,2667.41,Approved,GBP
3492,3570,20251029,6,610.56,5.01,605.55,Approved,SEK
3493,3571,20241107,4,697.45,5.33,692.12,Approved,BRL
3494,3573,20250723,6,118.37,1.04,117.33,Approved,EUR
3495,3574,20251028,3,146.8,1.3,145.5,Approved,EUR
3496,3574,20250930,3,195.42,1.06,194.36,Approved,EUR
3497,3574,20251015,4,51.68,0.84,50.84,Approved,EUR
3498,3575,20250528,4,85.95,0.51,85.44,Approved,NOK
3499,3575,20240619,3,188.29,0.83,187.46,Approved,NOK
3500,3575,20250924,6,186.16,0.97,185.19,Approved,NOK
3501,3577,20251030,3,256.06,2.2,253.86,Approved,ARS
3502,3579,20240509,6,78.72,0.72,78.0,Pending,MXN
3503,3579,20251025,1,25.7,0.34,25.36,Pending,MXN
3504,3580,20250810,1,117.92,1.19,116.73,Approved,NOK
3505,3583,20250829,6,2899.54,13.33,2886.21,Approved,GBP
3506,3583,20250910,3,4095.55,26.18,4069.37,Approved,GBP
3507,3584,20250619,6,5.0,0.4,4.6,Approved,EUR
3508,3584,20251007,6,7.96,0.58,7.38,Pending,EUR
3509,3584,20250929,2,12.46,0.38,12.08,Approved,EUR
3510,3584,20250823,1,26.92,0.31,26.61,Approved,EUR
3511,3584,20250617,2,12.96,0.37,12.59,Approved,EUR
3512,3586,20241221,5,131.86,1.4,130.46,Approved,EUR
3513,3587,20250925,3,365.97,1.27,364.7,Approved,COP
3514,3587,20241126,6,250.71,1.51,249.2,Approved,COP
3515,3587,20241011,5,141.56,1.1,140.46,Approved,COP
3516,3587,20250414,3,121.98,0.98,121.0,Pending,COP
3517,3587,20250617,1,359.01,1.85,357.16,Approved,COP
3518,3588,20250215,3,506.45,3.13,503.32,Approved,DKK
3519,3590,20250417,2,499.53,3.09,496.44,Approved,GBP
3520,3593,20251012,5,10.03,0.61,9.42,Pending,CAD
3521,3593,20251031,6,13.57,0.61,12.96,Approved,CAD
3522,3593,20251004,5,5.0,0.35,4.65,Approved,CAD
3523,3593,20251003,3,5.0,0.22,4.78,Approved,CAD
3524,3594,20250520,1,106.56,0.93,105.63,Approved,NZD
3525,3595,20251018,4,141.64,0.76,140.88,Approved,BRL
3526,3596,20251025,2,92.48,0.94,91.54,Approved,DKK
3527,3596,20251025,6,629.63,3.31,626.32,Approved,DKK
3528,3596,20251029,1,358.18,2.8,355.38,Approved,DKK
3529,3597,20250715,6,17.92,0.72,17.2,Approved,EUR
3530,3597,20250815,3,5.0,0.24,4.76,Approved,EUR
3531,3597,20251027,6,13.9,0.62,13.28,Approved,EUR
3532,3597,20251020,5,15.62,0.59,15.03,Approved,EUR
3533,3597,20250924,2,5.0,0.41,4.59,Approved,EUR
3534,3597,20251019,5,12.07,0.45,11.62,Pending,EUR
3535,3598,20250827,6,77.15,0.57,76.58,Approved,EUR
3536,3599,20250705,1,47.13,0.73,46.4,Approved,EUR
3537,3599,20250103,6,135.07,1.23,133.84,Approved,EUR
3538,3599,20251010,6,494.84,2.82,492.02,Approved,EUR
3539,3600,20250726,3,217.33,2.02,215.31,Approved,GBP
3540,3604,20250304,5,134.21,0.82,133.39,Approved,EUR
3541,3607,20250807,6,84.07,0.94,83.13,Approved,DKK
3542,3607,20250628,6,44.54,0.53,44.01,Approved,DKK
3543,3607,20250930,6,74.33,0.43,73.9,Approved,DKK
3544,3609,20250810,1,138.15,1.28,136.87,Approved,COP
3545,3609,20251012,6,19.13,0.53,18.6,Approved,COP
3546,3609,20251005,6,102.09,0.78,101.31,Approved,COP
3547,3610,20250823,6,523.64,4.09,519.55,Approved,SEK
3548,3611,20250526,6,35.02,0.38,34.64,Approved,EUR
3549,3612,20250918,2,2262.01,6.98,2255.03,Approved,NOK
