purchase_id,customer_id,date_id,payment_method_id,gross_purchase_amount,bonus_credit,payment_fees,net_deposit,currency,status
47824,1250,20250130,5,47.45,0.0,1.19,46.26,MXN,Declined
47825,3459,20250816,4,21.97,0.0,0.63,21.34,NZD,Approved
47826,84,20241031,6,27.55,0.0,0.42,27.13,EUR,Approved
47827,5206,20241128,2,59.26,0.0,1.23,58.03,EUR,Approved
47828,3036,20250309,2,44.56,0.0,0.95,43.61,GBP,Approved
47829,5725,20250530,1,27.58,0.0,0.6,26.98,USD,Approved
47830,2055,20240722,1,35.22,0.0,0.73,34.49,SEK,Approved
47831,141,20250628,1,9.29,0.79,0.27,9.02,EUR,Approved
47832,1695,20241103,2,65.21,0.0,1.34,63.87,EUR,Approved
47833,1991,20250322,5,51.42,0.0,1.28,50.14,EUR,Approved
47834,2880,20250813,4,73.38,0.0,1.76,71.62,NZD,Approved
47835,1015,20250501,2,219.19,0.0,4.26,214.93,COP,Approved
47836,4013,20241127,5,160.89,0.0,3.69,157.2,MXN,Approved
47837,474,20250406,4,43.84,0.0,1.11,42.73,CAD,Approved
47838,1420,20240529,2,78.26,0.0,1.59,76.67,EUR,Approved
47839,31,20250404,6,445.46,25.29,3.76,441.7,ARS,Approved
47840,3193,20240827,2,117.76,0.0,2.34,115.42,NZD,Approved
47841,1303,20240801,4,39.18,0.0,1.01,38.17,EUR,Approved
47842,3472,20241218,5,45.53,0.0,1.15,44.38,COP,Approved
47843,3323,20251026,3,22.92,0.0,0.9,22.02,ARS,Approved
47844,4733,20240913,2,207.9,0.0,4.05,203.85,EUR,Approved
47845,4092,20250623,1,105.47,0.0,2.0,103.47,DKK,Approved
47846,349,20250903,1,64.59,0.0,1.26,63.33,DKK,Approved
47847,3021,20250307,3,72.25,0.0,2.18,70.07,GBP,Approved
47848,5069,20241230,1,125.98,0.0,2.37,123.61,EUR,Approved
47849,395,20240423,1,10.16,0.0,0.28,9.88,GBP,Approved
47850,5689,20241106,4,105.69,0.0,2.48,103.21,DKK,Approved
47851,5951,20250909,3,27.93,0.0,1.03,26.9,MXN,Approved
47852,2279,20241222,3,40.04,0.0,1.34,38.7,EUR,Approved
47853,1863,20250910,5,60.51,0.0,1.48,59.03,EUR,Approved
47854,4972,20240509,1,96.46,0.0,1.84,94.62,USD,Approved
47855,5117,20241031,1,124.91,0.0,2.35,122.56,EUR,Approved
47856,4870,20251031,6,25.34,0.0,0.4,24.94,DKK,Approved
47857,4838,20240831,3,43.16,0.0,1.42,41.74,COP,Approved
47858,4036,20250426,3,28.81,0.0,1.05,27.76,EUR,Approved
47859,212,20240525,2,71.53,0.0,1.46,70.07,GBP,Approved
47860,3373,20251001,1,16.34,0.0,0.39,15.95,AUD,Approved
47861,1633,20240124,2,97.5,0.0,1.95,95.55,CAD,Approved
47862,3459,20250921,3,26.55,3.99,0.99,25.56,NZD,Approved
47863,1748,20240508,2,90.39,0.0,1.82,88.57,NZD,Approved
47864,1716,20240622,3,28.93,0.0,1.05,27.88,EUR,Approved
47865,1570,20250619,2,35.57,0.0,0.78,34.79,MXN,Approved
47866,2082,20241003,1,42.93,0.0,0.87,42.06,GBP,Approved
47867,2082,20250624,6,79.29,10.48,0.83,78.46,GBP,Approved
47868,5080,20250729,4,50.65,0.0,1.26,49.39,MXN,Approved
47869,2279,20251014,2,18.15,0.0,0.44,17.71,EUR,Approved
47870,2082,20250129,2,69.93,0.0,1.43,68.5,GBP,Approved
47871,1555,20240411,2,81.73,0.0,1.65,80.08,GBP,Approved
47872,3231,20250922,1,113.84,13.06,2.15,111.69,CAD,Approved
47873,2082,20240704,2,61.33,0.0,1.27,60.06,GBP,Approved
47874,5877,20240918,5,27.64,0.0,0.76,26.88,COP,Approved
47875,2696,20241128,6,79.62,12.69,0.84,78.78,GBP,Approved
47876,27,20250102,1,97.55,0.0,1.86,95.69,COP,Approved
47877,2078,20250917,1,74.2,0.0,1.44,72.76,BRL,Approved
47878,1209,20250914,4,187.31,0.0,4.27,183.04,BRL,Approved
47879,2082,20240929,2,89.72,5.92,1.8,87.92,GBP,Approved
47880,1555,20250529,3,28.98,5.29,1.05,27.93,GBP,Declined
47881,1330,20240606,3,226.01,0.0,6.18,219.83,EUR,Approved
47882,1234,20250426,2,108.86,0.0,2.17,106.69,CAD,Approved
47883,5444,20240621,1,94.79,0.0,1.81,92.98,ARS,Approved
47884,200,20250220,1,37.84,0.0,0.78,37.06,ARS,Approved
47885,4723,20251012,4,28.91,0.0,0.79,28.12,AUD,Approved
47886,764,20250514,2,400.39,0.0,7.71,392.68,EUR,Approved
47887,336,20250702,4,12.43,0.0,0.42,12.01,CAD,Approved
47888,2045,20240127,2,28.04,0.0,0.63,27.41,COP,Approved
47889,3786,20240724,2,16.1,0.0,0.41,15.69,EUR,Approved
47890,5919,20250902,2,61.47,0.0,1.27,60.2,EUR,Approved
47891,1574,20241016,3,80.07,0.0,2.38,77.69,BRL,Approved
47892,1573,20250815,4,58.15,0.0,1.43,56.72,EUR,Approved
47893,979,20250618,1,45.38,0.0,0.92,44.46,COP,Approved
47894,4865,20240515,1,14.67,0.0,0.36,14.31,AUD,Approved
47895,4762,20250927,3,63.14,0.0,1.94,61.2,ARS,Approved
47896,2647,20241001,1,19.28,0.0,0.45,18.83,EUR,Approved
47897,2032,20250130,1,85.98,0.0,1.65,84.33,EUR,Approved
47898,1326,20240104,3,72.3,0.0,2.18,70.12,NOK,Approved
47899,2558,20240810,3,26.91,0.0,1.0,25.91,EUR,Approved
47900,4838,20250322,2,33.54,0.0,0.74,32.8,COP,Approved
47901,4088,20240620,2,42.19,6.16,0.9,41.29,CAD,Approved
47902,2906,20250110,1,61.85,0.0,1.21,60.64,EUR,Approved
47903,3179,20240428,2,27.66,0.0,0.63,27.03,MXN,Approved
47904,3359,20240528,2,75.01,0.0,1.53,73.48,EUR,Approved
47905,4546,20250607,1,62.69,0.0,1.23,61.46,USD,Approved
47906,750,20240717,4,90.64,0.0,2.14,88.5,USD,Approved
47907,3023,20251019,2,80.31,0.0,1.63,78.68,EUR,Approved
47908,1317,20241021,2,571.36,0.0,10.96,560.4,USD,Approved
47909,5364,20250628,1,30.78,0.0,0.65,30.13,EUR,Approved
47910,5454,20250331,6,102.68,0.0,1.02,101.66,EUR,Approved
47911,1234,20250226,3,48.94,0.0,1.57,47.37,CAD,Approved
47912,5143,20240607,1,75.88,0.0,1.47,74.41,CAD,Approved
47913,4337,20240901,2,11.2,2.12,0.31,10.89,EUR,Approved
47914,2963,20250105,2,33.02,0.0,0.73,32.29,EUR,Approved
47915,4352,20250415,1,40.9,0.0,0.84,40.06,BRL,Approved
47916,465,20250210,3,121.43,0.0,3.46,117.97,EUR,Approved
47917,5539,20250213,1,98.19,0.0,1.87,96.32,EUR,Approved
47918,3516,20240723,2,41.47,0.0,0.89,40.58,MXN,Approved
47919,102,20240603,4,42.02,8.24,1.07,40.95,EUR,Approved
47920,2146,20240925,3,48.19,0.0,1.55,46.64,ARS,Approved
47921,2279,20250314,1,16.84,0.0,0.4,16.44,EUR,Approved
47922,5166,20250723,3,134.6,0.0,3.8,130.8,USD,Approved
47923,4284,20241029,3,58.38,0.0,1.82,56.56,USD,Approved
47924,525,20240407,3,49.74,12.04,1.59,48.15,COP,Approved
47925,141,20240216,3,28.57,0.0,1.04,27.53,EUR,Approved
47926,230,20240722,3,49.63,0.0,1.59,48.04,EUR,Approved
47927,199,20250123,1,36.46,0.0,0.76,35.7,NOK,Approved
47928,1892,20250905,4,274.84,0.0,6.2,268.64,EUR,Approved
47929,1555,20240106,1,17.9,0.0,0.42,17.48,GBP,Approved
47930,4808,20241211,2,37.93,0.0,0.82,37.11,EUR,Approved
47931,4072,20250407,5,6.32,0.0,0.29,6.03,BRL,Approved
47932,1048,20240921,2,42.13,0.0,0.9,41.23,DKK,Approved
47933,3378,20240317,4,14.7,0.0,0.47,14.23,BRL,Declined
47934,5568,20250630,2,71.51,0.0,1.46,70.05,USD,Approved
47935,3453,20250914,3,63.55,0.0,1.95,61.6,DKK,Approved
47936,2512,20250501,3,71.93,15.82,2.17,69.76,USD,Approved
47937,4834,20250622,1,74.01,0.0,1.43,72.58,SEK,Approved
47938,4905,20240409,3,20.2,0.0,0.83,19.37,SEK,Approved
47939,2125,20241104,1,17.73,0.0,0.42,17.31,NOK,Approved
47940,1125,20240322,5,14.03,0.0,0.46,13.57,SEK,Approved
47941,4876,20250518,5,17.83,0.0,0.54,17.29,ARS,Approved
47942,4653,20240106,3,22.38,0.0,0.88,21.5,USD,Approved
47943,4059,20250413,4,6.19,0.0,0.29,5.9,COP,Approved
47944,2503,20250617,1,80.75,0.0,1.55,79.2,EUR,Approved
47945,1049,20240430,1,16.38,0.0,0.39,15.99,SEK,Approved
47946,4672,20251012,3,82.25,0.0,2.44,79.81,GBP,Approved
47947,1301,20250906,1,34.87,0.0,0.73,34.14,MXN,Approved
47948,1555,20250705,4,21.72,0.0,0.63,21.09,GBP,Approved
47949,1049,20250626,2,5.0,1.09,0.2,4.8,SEK,Approved
47950,5218,20250721,2,23.94,0.0,0.55,23.39,BRL,Approved
47951,2849,20241121,2,21.66,3.45,0.51,21.15,CAD,Approved
47952,764,20240330,3,191.61,0.0,5.28,186.33,EUR,Approved
47953,4559,20250223,1,56.64,0.0,1.12,55.52,COP,Approved
47954,3249,20250121,1,64.76,0.0,1.27,63.49,DKK,Approved
47955,4510,20240703,2,34.74,0.0,0.76,33.98,GBP,Approved
47956,3915,20250911,5,69.01,0.0,1.67,67.34,DKK,Approved
47957,4582,20250323,2,129.45,0.0,2.56,126.89,ARS,Approved
47958,841,20250515,6,82.27,0.0,0.86,81.41,ARS,Approved
47959,932,20240606,2,55.64,0.0,1.16,54.48,GBP,Approved
47960,2963,20250227,1,43.9,0.0,0.89,43.01,EUR,Approved
47961,4736,20251026,1,82.96,0.0,1.59,81.37,EUR,Approved
47962,3915,20241215,5,57.68,0.0,1.42,56.26,DKK,Approved
47963,4741,20240126,2,57.53,0.0,1.19,56.34,NOK,Approved
47964,2082,20241118,2,69.17,0.0,1.41,67.76,GBP,Approved
47965,211,20240621,5,41.75,0.0,1.07,40.68,EUR,Approved
47966,732,20250104,2,210.05,0.0,4.09,205.96,EUR,Approved
47967,1717,20240814,4,43.52,5.16,1.11,42.41,USD,Approved
47968,5471,20250915,2,82.87,0.0,1.67,81.2,BRL,Approved
47969,4337,20240331,5,52.45,0.0,1.3,51.15,EUR,Approved
47970,3508,20240128,6,19.92,0.0,0.36,19.56,EUR,Approved
47971,5353,20240824,5,53.16,0.0,1.32,51.84,EUR,Approved
47972,29,20241114,1,15.19,3.64,0.37,14.82,BRL,Approved
47973,3029,20250923,3,49.78,10.09,1.59,48.19,AUD,Approved
47974,4128,20240502,2,64.26,0.0,1.32,62.94,USD,Approved
47975,156,20240902,2,42.36,0.0,0.9,41.46,EUR,Approved
47976,4273,20250726,1,69.05,0.0,1.34,67.71,EUR,Approved
47977,3875,20240513,6,48.57,0.0,0.59,47.98,ARS,Approved
47978,3561,20250409,3,15.19,0.0,0.69,14.5,EUR,Approved
47979,5725,20241115,6,18.13,0.0,0.35,17.78,USD,Approved
47980,1164,20250415,1,43.8,0.0,0.89,42.91,NZD,Approved
47981,5820,20241210,5,79.19,0.0,1.89,77.3,EUR,Approved
47982,5464,20250919,2,29.22,0.0,0.66,28.56,EUR,Approved
47983,4810,20250624,3,33.43,0.0,1.17,32.26,GBP,Approved
47984,5467,20241013,2,113.63,0.0,2.26,111.37,BRL,Declined
47985,5750,20250429,2,21.56,0.0,0.51,21.05,EUR,Approved
47986,3252,20240531,5,70.4,0.0,1.7,68.7,MXN,Approved
47987,2279,20250112,3,36.17,7.93,1.24,34.93,EUR,Approved
47988,1797,20241110,6,44.49,0.0,0.56,43.93,USD,Approved
47989,1363,20241126,5,16.25,2.49,0.51,15.74,NZD,Approved
47990,2963,20250528,3,80.63,0.0,2.4,78.23,EUR,Approved
47991,4703,20241101,2,47.19,0.0,1.0,46.19,AUD,Approved
47992,2090,20240910,1,315.4,0.0,5.78,309.62,EUR,Approved
47993,4865,20250421,4,30.57,0.0,0.82,29.75,AUD,Approved
47994,2940,20240327,1,32.21,0.0,0.68,31.53,EUR,Approved
47995,1509,20241017,1,15.3,2.71,0.38,14.92,EUR,Approved
47996,3583,20250111,2,74.37,0.0,1.51,72.86,GBP,Approved
47997,5539,20241017,4,36.04,0.0,0.94,35.1,EUR,Approved
47998,1049,20251007,1,61.77,0.0,1.21,60.56,SEK,Approved
47999,2963,20241208,5,11.34,0.0,0.4,10.94,EUR,Approved
48000,422,20250217,1,24.11,0.0,0.53,23.58,AUD,Approved
48001,4611,20251012,3,17.32,0.0,0.75,16.57,GBP,Approved
48002,5167,20250522,2,36.46,0.0,0.79,35.67,EUR,Approved
48003,1167,20241209,2,92.5,0.0,1.86,90.64,COP,Approved
48004,929,20250214,3,65.58,11.66,2.01,63.57,GBP,Approved
48005,200,20250312,3,25.69,4.59,0.97,24.72,ARS,Approved
48006,4313,20240919,3,84.97,0.0,2.51,82.46,ARS,Approved
48007,289,20240624,2,32.72,0.0,0.72,32.0,EUR,Approved
48008,5803,20250819,3,87.89,0.0,2.59,85.3,EUR,Approved
48009,1509,20240904,6,38.57,0.0,0.51,38.06,EUR,Approved
48010,3459,20250813,2,72.94,0.0,1.49,71.45,NZD,Approved
48011,3885,20240312,1,98.4,0.0,1.87,96.53,CAD,Approved
48012,1041,20240807,6,32.92,0.0,0.46,32.46,EUR,Approved
48013,1021,20241206,1,171.47,0.0,3.19,168.28,SEK,Approved
48014,73,20250826,1,5.07,0.0,0.19,4.88,GBP,Approved
48015,4453,20250407,1,25.34,0.0,0.56,24.78,COP,Approved
48016,829,20240417,3,36.32,6.67,1.24,35.08,EUR,Approved
48017,1761,20240822,1,104.68,0.0,1.98,102.7,EUR,Approved
48018,2977,20240613,5,8.9,0.0,0.35,8.55,EUR,Approved
48019,4553,20250920,5,47.05,0.0,1.19,45.86,BRL,Approved
48020,1580,20240806,2,52.66,0.0,1.1,51.56,AUD,Approved
48021,4435,20251027,2,29.49,0.0,0.66,28.83,SEK,Approved
48022,2082,20250810,2,6.47,0.0,0.22,6.25,GBP,Approved
48023,3912,20240709,1,37.34,0.0,0.77,36.57,EUR,Approved
48024,2279,20240404,3,101.97,0.0,2.95,99.02,EUR,Approved
48025,5235,20250117,2,57.11,0.0,1.19,55.92,BRL,Approved
48026,1902,20240103,1,79.02,5.6,1.52,77.5,EUR,Approved
48027,4201,20240330,2,40.29,0.0,0.87,39.42,EUR,Approved
48028,3459,20241108,2,65.05,0.0,1.34,63.71,NZD,Approved
48029,4865,20250719,2,227.24,0.0,4.42,222.82,AUD,Approved
48030,5307,20240716,2,151.45,0.0,2.98,148.47,EUR,Approved
48031,5467,20240227,2,392.65,0.0,7.56,385.09,BRL,Approved
48032,3669,20251021,3,72.07,0.0,2.17,69.9,GBP,Approved
48033,1813,20240627,5,80.64,0.0,1.92,78.72,BRL,Approved
48034,408,20240617,2,21.47,0.0,0.51,20.96,BRL,Approved
48035,1317,20250730,2,95.1,0.0,1.91,93.19,USD,Approved
48036,1049,20240925,3,107.98,0.0,3.11,104.87,SEK,Approved
48037,1241,20250410,3,70.72,0.0,2.14,68.58,EUR,Approved
48038,5543,20250514,1,80.11,0.0,1.54,78.57,USD,Approved
48039,2914,20250607,2,74.4,0.0,1.51,72.89,COP,Declined
48040,2318,20241008,1,40.02,0.0,0.82,39.2,NOK,Approved
48041,1376,20240413,6,59.77,0.0,0.68,59.09,EUR,Approved
48042,2951,20251029,2,10.03,0.0,0.29,9.74,SEK,Approved
48043,5915,20250303,3,81.55,0.0,2.42,79.13,NOK,Approved
48044,1301,20250413,3,26.43,0.0,0.99,25.44,MXN,Approved
48045,1679,20250309,2,70.35,0.0,1.44,68.91,BRL,Approved
48046,4560,20240828,1,115.49,6.69,2.18,113.31,GBP,Approved
48047,5534,20240923,2,23.03,5.0,0.54,22.49,EUR,Approved
48048,3090,20250515,4,100.68,5.76,2.36,98.32,EUR,Approved
48049,4639,20240408,1,92.98,0.0,1.77,91.21,EUR,Approved
48050,80,20250511,6,33.43,0.0,0.47,32.96,EUR,Approved
48051,3722,20240605,3,45.44,5.67,1.48,43.96,USD,Approved
48052,296,20240209,4,116.65,0.0,2.72,113.93,AUD,Approved
48053,5927,20240312,2,63.16,0.0,1.3,61.86,DKK,Approved
48054,3249,20241229,1,13.97,0.0,0.35,13.62,DKK,Approved
48055,1049,20250914,4,137.99,0.0,3.19,134.8,SEK,Approved
48056,5071,20240223,1,62.87,0.0,1.23,61.64,CAD,Approved
48057,4201,20251011,3,37.94,5.33,1.29,36.65,EUR,Approved
48058,2002,20240820,3,59.45,0.0,1.85,57.6,EUR,Approved
48059,310,20241029,2,19.43,0.0,0.47,18.96,AUD,Approved
48060,3778,20240319,1,96.79,0.0,1.84,94.95,EUR,Approved
48061,3669,20250521,1,52.35,0.0,1.04,51.31,GBP,Approved
48062,1825,20240201,1,67.82,0.0,1.32,66.5,EUR,Approved
48063,3754,20241107,6,38.12,0.0,0.5,37.62,EUR,Approved
48064,1049,20240819,2,48.76,0.0,1.03,47.73,SEK,Approved
48065,5493,20240627,4,7.74,0.0,0.32,7.42,BRL,Approved
48066,2082,20240622,2,86.36,0.0,1.74,84.62,GBP,Approved
48067,1014,20240204,4,97.96,0.0,2.31,95.65,NOK,Approved
48068,5090,20240328,4,58.37,0.0,1.43,56.94,USD,Approved
48069,2175,20250918,5,46.72,0.0,1.18,45.54,EUR,Approved
48070,4026,20250408,5,25.48,0.0,0.71,24.77,EUR,Approved
48071,3589,20250907,1,88.89,0.0,1.7,87.19,DKK,Approved
48072,1049,20240612,2,573.07,0.0,10.99,562.08,SEK,Approved
48073,2279,20240316,5,95.91,0.0,2.26,93.65,EUR,Declined
48074,4888,20240706,1,58.52,0.0,1.15,57.37,EUR,Approved
48075,1232,20240320,1,267.38,0.0,4.91,262.47,NZD,Approved
48076,2925,20241031,3,25.05,0.0,0.95,24.1,MXN,Approved
48077,3074,20241120,3,55.08,0.0,1.73,53.35,NZD,Approved
48078,5230,20240420,5,38.56,0.0,1.0,37.56,GBP,Approved
48079,3547,20250615,2,50.32,0.0,1.06,49.26,EUR,Approved
48080,5110,20250225,2,24.57,0.0,0.57,24.0,COP,Approved
48081,5172,20240701,2,46.2,0.0,0.98,45.22,CAD,Approved
48082,2371,20250830,5,43.43,0.0,1.11,42.32,AUD,Approved
48083,559,20240923,1,94.91,0.0,1.81,93.1,DKK,Approved
48084,5297,20250505,1,134.93,0.0,2.53,132.4,EUR,Approved
48085,1145,20240112,1,17.3,0.0,0.41,16.89,CAD,Approved
48086,3201,20250626,1,24.07,0.0,0.53,23.54,EUR,Approved
48087,823,20241022,5,44.64,0.0,1.13,43.51,MXN,Approved
48088,5731,20250828,2,44.19,0.0,0.94,43.25,EUR,Approved
48089,63,20241205,6,166.28,0.0,1.53,164.75,CAD,Declined
48090,1935,20241009,6,46.75,0.0,0.57,46.18,EUR,Approved
48091,5882,20240601,3,43.05,0.0,1.42,41.63,EUR,Approved
48092,1115,20250309,2,52.38,0.0,1.1,51.28,EUR,Approved
48093,4201,20241219,1,61.67,0.0,1.21,60.46,EUR,Approved
48094,3654,20240204,5,37.28,0.0,0.97,36.31,SEK,Approved
48095,63,20250516,4,18.8,0.0,0.56,18.24,CAD,Approved
48096,5237,20240628,2,106.78,20.53,2.13,104.65,GBP,Approved
48097,141,20250502,1,87.69,0.0,1.68,86.01,EUR,Approved
48098,4160,20240208,2,25.2,0.0,0.58,24.62,BRL,Approved
48099,2489,20251020,3,40.16,0.0,1.34,38.82,EUR,Approved
48100,395,20250910,5,47.82,0.0,1.2,46.62,GBP,Approved
48101,2699,20251019,3,29.4,0.0,1.06,28.34,USD,Chargeback
48102,4007,20240427,6,72.46,0.0,0.78,71.68,MXN,Approved
48103,385,20240319,2,31.74,0.0,0.7,31.04,NZD,Approved
48104,5380,20250421,2,52.4,0.0,1.1,51.3,EUR,Approved
48105,1933,20241011,2,116.75,0.0,2.32,114.43,EUR,Approved
48106,1234,20240929,2,279.33,0.0,5.41,273.92,CAD,Approved
48107,4949,20250610,2,96.46,0.0,1.93,94.53,COP,Approved
48108,2279,20240616,2,56.31,0.0,1.17,55.14,EUR,Approved
48109,5062,20240315,2,61.1,0.0,1.26,59.84,EUR,Approved
48110,1757,20240915,1,461.75,0.0,8.41,453.34,EUR,Approved
48111,3422,20250405,5,146.49,0.0,3.37,143.12,SEK,Approved
48112,5862,20250109,2,42.96,0.0,0.92,42.04,EUR,Approved
48113,2082,20250928,5,40.04,0.0,1.03,39.01,GBP,Approved
48114,2963,20240226,2,16.01,0.0,0.4,15.61,EUR,Approved
48115,4834,20240722,1,79.72,0.0,1.53,78.19,SEK,Approved
48116,3650,20250120,3,47.22,0.0,1.53,45.69,EUR,Approved
48117,4736,20250220,1,186.75,22.41,3.46,183.29,EUR,Approved
48118,2082,20250312,5,206.54,0.0,4.69,201.85,GBP,Approved
48119,2279,20240303,3,29.74,2.31,1.07,28.67,EUR,Approved
48120,172,20240225,5,22.9,0.0,0.65,22.25,COP,Approved
48121,4820,20250219,6,34.92,0.0,0.48,34.44,DKK,Approved
48122,3284,20240924,1,24.97,5.55,0.55,24.42,ARS,Approved
48123,3323,20251011,5,54.94,0.0,1.36,53.58,ARS,Approved
48124,1970,20240620,2,37.23,0.0,0.81,36.42,EUR,Approved
48125,5317,20241002,4,104.93,0.0,2.46,102.47,DKK,Approved
48126,4160,20241202,1,69.37,0.0,1.35,68.02,BRL,Approved
48127,388,20250311,6,214.66,39.56,1.92,212.74,EUR,Approved
48128,4561,20250506,2,65.62,0.0,1.35,64.27,EUR,Approved
48129,280,20250126,1,83.79,0.0,1.61,82.18,EUR,Approved
48130,2015,20240907,2,38.95,0.0,0.84,38.11,NZD,Approved
48131,2514,20240423,4,97.15,0.0,2.29,94.86,EUR,Approved
48132,3785,20250407,3,63.68,9.23,1.96,61.72,EUR,Approved
48133,3984,20240802,6,16.07,0.0,0.33,15.74,MXN,Approved
48134,2963,20250920,1,38.88,7.38,0.8,38.08,EUR,Approved
48135,1911,20250406,1,42.19,0.0,0.86,41.33,EUR,Approved
48136,3463,20241225,2,81.27,0.0,1.64,79.63,CAD,Approved
48137,4059,20241009,6,63.29,0.0,0.71,62.58,COP,Approved
48138,1710,20250505,1,157.0,15.25,2.93,154.07,NZD,Declined
48139,3459,20240723,2,37.64,0.0,0.82,36.82,NZD,Approved
48140,2963,20241021,5,265.38,0.0,5.99,259.39,EUR,Approved
48141,407,20241228,1,43.1,0.0,0.88,42.22,USD,Approved
48142,4991,20250823,1,48.05,0.0,0.96,47.09,CAD,Approved
48143,5434,20240805,3,50.23,0.0,1.61,48.62,COP,Approved
48144,3543,20250506,3,19.32,2.29,0.8,18.52,AUD,Approved
48145,4820,20240315,5,48.74,0.0,1.22,47.52,DKK,Approved
48146,3453,20240313,4,106.97,0.0,2.5,104.47,DKK,Declined
48147,3053,20241228,4,34.56,0.0,0.91,33.65,COP,Approved
48148,3785,20240320,1,26.63,2.91,0.58,26.05,EUR,Approved
48149,3485,20240828,3,107.25,25.98,3.09,104.16,BRL,Approved
48150,4138,20240730,1,32.48,0.0,0.68,31.8,USD,Approved
48151,3596,20250125,2,53.96,7.95,1.13,52.83,DKK,Approved
48152,5825,20240609,3,53.45,0.0,1.69,51.76,USD,Approved
48153,3612,20240317,4,45.99,0.0,1.16,44.83,NOK,Declined
48154,2279,20250306,3,26.01,0.0,0.98,25.03,EUR,Approved
48155,337,20240204,3,115.58,0.0,3.31,112.27,EUR,Approved
48156,4490,20250802,2,38.29,0.0,0.83,37.46,EUR,Approved
48157,717,20240303,5,28.09,0.0,0.77,27.32,MXN,Approved
48158,3274,20240403,2,30.61,0.0,0.68,29.93,EUR,Approved
48159,58,20251004,5,197.49,0.0,4.49,193.0,COP,Approved
48160,4190,20250825,5,11.1,0.0,0.39,10.71,EUR,Approved
48161,1169,20240918,2,86.08,0.0,1.74,84.34,EUR,Approved
48162,2073,20250111,2,39.45,0.0,0.85,38.6,USD,Approved
48163,4359,20250603,5,22.54,0.0,0.65,21.89,SEK,Approved
48164,3459,20241105,2,81.17,0.0,1.64,79.53,NZD,Approved
48165,1301,20250822,2,113.11,0.0,2.25,110.86,MXN,Approved
48166,1992,20251028,1,253.0,0.0,4.65,248.35,USD,Approved
48167,2437,20251006,2,47.14,0.0,1.0,46.14,NZD,Approved
48168,2219,20241122,2,18.53,0.0,0.45,18.08,EUR,Approved
48169,3621,20250723,1,121.5,11.04,2.29,119.21,EUR,Approved
48170,2279,20240604,4,21.58,0.0,0.62,20.96,EUR,Approved
48171,3442,20250702,5,175.17,0.0,4.0,171.17,EUR,Approved
48172,1541,20240821,5,113.95,0.0,2.66,111.29,EUR,Approved
48173,5999,20250224,2,11.25,0.0,0.31,10.94,EUR,Approved
48174,4640,20250926,2,26.01,0.0,0.59,25.42,USD,Approved
48175,2224,20240514,1,12.83,3.18,0.33,12.5,DKK,Approved
48176,5791,20250305,1,246.44,0.0,4.54,241.9,EUR,Approved
48177,4138,20250824,5,157.35,0.0,3.61,153.74,USD,Approved
48178,2507,20240704,3,102.35,0.0,2.96,99.39,BRL,Approved
48179,1301,20250817,2,36.31,0.0,0.79,35.52,MXN,Approved
48180,3391,20250525,2,74.87,5.8,1.52,73.35,COP,Approved
48181,2002,20240314,2,95.03,13.5,1.91,93.12,EUR,Approved
48182,301,20250412,4,22.48,0.0,0.64,21.84,NOK,Approved
48183,2029,20250913,1,45.73,0.0,0.92,44.81,DKK,Approved
48184,110,20240815,3,56.48,0.0,1.77,54.71,EUR,Approved
48185,3174,20240419,4,92.94,0.0,2.19,90.75,CAD,Approved
48186,371,20240918,1,46.07,0.0,0.93,45.14,BRL,Approved
48187,552,20240328,1,101.43,23.44,1.93,99.5,EUR,Declined
48188,5558,20240109,1,39.75,0.0,0.82,38.93,EUR,Approved
48189,3415,20240305,1,168.89,0.0,3.14,165.75,EUR,Approved
48190,5370,20250202,3,37.02,7.07,1.26,35.76,USD,Approved
48191,436,20251007,1,31.63,0.0,0.67,30.96,EUR,Approved
48192,5914,20241122,1,64.5,0.0,1.26,63.24,NOK,Approved
48193,4560,20241028,6,17.34,3.81,0.34,17.0,GBP,Approved
48194,4865,20241212,2,5.0,0.0,0.2,4.8,AUD,Approved
48195,5415,20250830,1,53.76,0.0,1.07,52.69,COP,Approved
48196,5564,20250702,1,126.24,0.0,2.37,123.87,DKK,Approved
48197,4194,20241105,1,45.73,0.0,0.92,44.81,NOK,Approved
48198,3561,20240411,1,49.46,0.0,0.99,48.47,EUR,Approved
48199,779,20240821,4,37.5,0.0,0.98,36.52,BRL,Approved
48200,709,20241021,1,47.75,0.0,0.96,46.79,EUR,Approved
48201,1780,20241111,1,26.54,0.0,0.58,25.96,DKK,Approved
48202,2279,20250706,3,58.29,0.0,1.82,56.47,EUR,Approved
48203,5919,20250713,4,37.04,0.0,0.96,36.08,EUR,Approved
48204,3729,20240914,3,212.71,0.0,5.83,206.88,AUD,Approved
48205,3778,20251025,1,59.6,10.62,1.17,58.43,EUR,Approved
48206,3249,20240110,2,79.21,0.0,1.6,77.61,DKK,Approved
48207,832,20250301,1,30.07,6.4,0.64,29.43,BRL,Approved
48208,3225,20250124,4,111.4,20.95,2.6,108.8,EUR,Approved
48209,1574,20240510,3,13.26,0.0,0.64,12.62,BRL,Approved
48210,3346,20240708,1,240.8,0.0,4.43,236.37,EUR,Approved
48211,1720,20250221,1,5.0,0.0,0.19,4.81,EUR,Approved
48212,2984,20240910,3,65.29,7.2,2.0,63.29,EUR,Approved
48213,3616,20250819,1,108.0,0.0,2.04,105.96,MXN,Approved
