bet_id,customer_id,date_id,game_id,stake,payout,bonus_used,grosswin,taxes,promo_cost,netwin
155647,5891,20250924,9,11.33,7.47,0.0,3.86,0.08,0.0,3.78
155648,2763,20240130,5,15.42,14.94,0.9,0.48,0.01,0.72,-0.25
155649,2129,20240107,2,15.05,14.61,0.0,0.44,0.01,0.0,0.43
155650,1881,20240705,3,15.59,15.47,0.0,0.12,0.0,0.0,0.12
155651,4300,20250714,4,15.12,14.22,0.0,0.9,0.02,0.0,0.88
155652,3127,20240329,6,4.99,5.01,0.0,-0.02,0.0,0.0,-0.02
155653,1582,20250624,1,27.95,23.41,0.0,4.54,0.09,0.0,4.45
155654,4992,20240827,8,3.85,3.6,0.0,0.25,0.0,0.0,0.25
155655,5392,20240814,6,16.89,16.59,0.0,0.3,0.01,0.0,0.29
155656,2915,20241206,1,41.63,38.13,0.0,3.5,0.07,0.0,3.43
155657,2372,20240320,8,9.56,7.91,0.0,1.65,0.03,0.0,1.62
155658,2347,20250316,1,20.88,19.67,0.0,1.21,0.02,0.0,1.19
155659,777,20240802,1,5.0,3.49,0.0,1.51,0.03,0.0,1.48
155660,4293,20250509,7,32.3,40.83,0.0,-8.53,0.0,0.0,-8.53
155661,611,20250805,8,15.12,17.66,0.0,-2.54,0.0,0.0,-2.54
155662,1336,20250510,8,4.31,4.75,0.0,-0.44,0.0,0.0,-0.44
155663,3153,20241210,2,10.58,11.54,0.0,-0.96,0.0,0.0,-0.96
155664,3230,20240510,1,8.99,7.64,0.0,1.35,0.03,0.0,1.32
155665,1080,20241127,1,8.75,7.6,0.0,1.15,0.02,0.0,1.13
155666,5334,20240411,9,1.21,1.36,0.0,-0.15,0.0,0.0,-0.15
155667,1053,20250714,6,34.29,33.39,4.27,0.9,0.02,3.42,-2.54
155668,1573,20250422,7,13.17,10.47,0.0,2.7,0.05,0.0,2.65
155669,3917,20250615,1,15.07,11.65,1.46,3.42,0.07,1.17,2.18
155670,954,20240511,2,1.13,1.25,0.0,-0.12,0.0,0.0,-0.12
155671,2559,20240628,6,6.14,5.56,0.0,0.58,0.01,0.0,0.57
155672,5484,20250927,9,14.74,17.46,0.0,-2.72,0.0,0.0,-2.72
155673,5474,20241003,2,50.89,49.18,0.0,1.71,0.03,0.0,1.68
155674,4486,20240921,9,18.04,16.45,0.0,1.59,0.03,0.0,1.56
155675,3289,20250918,3,11.26,10.99,0.0,0.27,0.01,0.0,0.26
155676,5453,20241029,7,43.68,37.49,11.23,6.19,0.12,8.98,-2.91
155677,5741,20250217,5,6.59,6.48,1.42,0.11,0.0,1.14,-1.03
155678,5625,20240711,9,5.98,6.62,0.88,-0.64,0.0,0.7,-1.34
155679,3233,20240326,2,17.39,18.6,0.0,-1.21,0.0,0.0,-1.21
155680,4839,20250809,5,14.24,13.91,0.0,0.33,0.01,0.0,0.32
155681,233,20251005,2,8.54,10.02,0.0,-1.48,0.0,0.0,-1.48
155682,5763,20240514,3,5.1,5.14,0.0,-0.04,0.0,0.0,-0.04
155683,4146,20240223,1,48.59,60.97,0.0,-12.38,0.0,0.0,-12.38
155684,1518,20250811,5,1.5,1.39,0.0,0.11,0.0,0.0,0.11
155685,5387,20240319,1,21.36,21.2,0.0,0.16,0.0,0.0,0.16
155686,4054,20241212,1,6.48,5.75,0.0,0.73,0.01,0.0,0.72
155687,5429,20250729,2,2.04,2.21,0.0,-0.17,0.0,0.0,-0.17
155688,441,20250331,6,4.66,4.77,0.0,-0.11,0.0,0.0,-0.11
155689,4518,20240119,2,16.74,15.59,0.0,1.15,0.02,0.0,1.13
155690,5341,20240224,4,3.44,3.49,0.0,-0.05,0.0,0.0,-0.05
155691,1483,20250513,5,8.13,8.11,0.0,0.02,0.0,0.0,0.02
155692,700,20240328,7,7.52,9.86,0.0,-2.34,0.0,0.0,-2.34
155693,1710,20240319,4,2.25,2.24,0.0,0.01,0.0,0.0,0.01
155694,1176,20250713,5,7.08,6.95,0.0,0.13,0.0,0.0,0.13
155695,4148,20250519,2,52.26,45.04,0.0,7.22,0.14,0.0,7.08
155696,569,20250729,6,27.32,25.07,0.0,2.25,0.04,0.0,2.21
155697,1779,20250802,3,9.25,9.66,0.0,-0.41,0.0,0.0,-0.41
155698,4622,20240229,1,12.2,11.55,0.0,0.65,0.01,0.0,0.64
155699,448,20241008,5,2.59,2.51,0.0,0.08,0.0,0.0,0.08
155700,3887,20251026,1,17.34,20.38,0.0,-3.04,0.0,0.0,-3.04
155701,2774,20250102,1,11.65,14.4,0.0,-2.75,0.0,0.0,-2.75
155702,484,20240728,1,6.28,6.2,0.0,0.08,0.0,0.0,0.08
155703,86,20250302,1,1.73,1.82,0.0,-0.09,0.0,0.0,-0.09
155704,4888,20250209,4,22.56,19.83,0.0,2.73,0.05,0.0,2.68
155705,2085,20250904,6,16.28,15.75,0.0,0.53,0.01,0.0,0.52
155706,1918,20250119,5,18.26,17.74,5.38,0.52,0.01,4.3,-3.79
155707,2250,20250304,1,29.79,33.89,0.0,-4.1,0.0,0.0,-4.1
155708,5882,20240124,10,15.83,23.74,0.0,-7.91,0.0,0.0,-7.91
155709,2770,20241116,3,19.66,20.93,0.0,-1.27,0.0,0.0,-1.27
155710,5622,20240330,5,33.45,34.37,0.0,-0.92,0.0,0.0,-0.92
155711,2583,20250713,2,15.09,14.09,0.0,1.0,0.02,0.0,0.98
155712,1755,20241018,1,38.32,37.91,0.0,0.41,0.01,0.0,0.4
155713,3679,20250803,1,13.08,10.84,0.0,2.24,0.04,0.0,2.2
155714,3828,20241102,1,14.04,11.26,0.0,2.78,0.06,0.0,2.72
155715,3217,20250222,10,15.36,9.51,0.0,5.85,0.12,0.0,5.73
155716,4306,20240405,1,7.29,8.45,0.0,-1.16,0.0,0.0,-1.16
155717,1469,20240822,4,30.47,28.87,0.0,1.6,0.03,0.0,1.57
155718,4033,20240422,6,57.28,52.93,0.0,4.35,0.09,0.0,4.26
155719,2560,20240518,7,11.47,7.55,0.0,3.92,0.08,0.0,3.84
155720,3346,20240512,5,7.79,7.42,0.0,0.37,0.01,0.0,0.36
155721,1284,20240602,1,27.05,33.12,0.0,-6.07,0.0,0.0,-6.07
155722,853,20250821,3,17.25,18.9,0.0,-1.65,0.0,0.0,-1.65
155723,2734,20250817,1,2.99,3.21,0.87,-0.22,0.0,0.7,-0.92
155724,1340,20250109,1,21.27,17.87,0.0,3.4,0.07,0.0,3.33
155725,4175,20251012,2,11.2,8.6,2.85,2.6,0.05,2.28,0.27
155726,5980,20250610,1,13.74,10.59,0.0,3.15,0.06,0.0,3.09
155727,771,20240710,1,12.61,13.78,0.9,-1.17,0.0,0.72,-1.89
155728,1628,20251005,2,5.83,6.0,0.0,-0.17,0.0,0.0,-0.17
155729,5346,20251002,2,7.15,6.06,0.0,1.09,0.02,0.0,1.07
155730,1321,20250917,7,12.51,12.04,1.82,0.47,0.01,1.46,-1.0
155731,2221,20240105,7,12.58,11.71,0.0,0.87,0.02,0.0,0.85
155732,4624,20240616,10,8.48,11.53,0.0,-3.05,0.0,0.0,-3.05
155733,4534,20250825,6,40.81,40.79,0.0,0.02,0.0,0.0,0.02
155734,2108,20250430,6,7.89,7.14,0.0,0.75,0.02,0.0,0.73
155735,3165,20240521,2,14.6,12.46,0.0,2.14,0.04,0.0,2.1
155736,1614,20240209,10,6.48,3.97,0.0,2.51,0.05,0.0,2.46
155737,3251,20250709,1,44.12,52.49,0.0,-8.37,0.0,0.0,-8.37
155738,713,20240111,2,7.21,8.21,0.0,-1.0,0.0,0.0,-1.0
155739,3390,20250331,2,3.57,3.96,0.0,-0.39,0.0,0.0,-0.39
155740,2575,20251029,2,3.33,2.98,0.0,0.35,0.01,0.0,0.34
155741,2617,20240324,1,17.67,19.11,0.0,-1.44,0.0,0.0,-1.44
155742,1074,20250728,2,33.16,31.94,0.0,1.22,0.02,0.0,1.2
155743,2123,20241024,2,2.54,1.97,0.69,0.57,0.01,0.55,0.01
155744,2435,20240409,7,1.09,0.94,0.0,0.15,0.0,0.0,0.15
155745,1495,20250926,1,14.49,13.76,2.67,0.73,0.01,2.14,-1.42
155746,5428,20250408,1,25.51,26.72,0.0,-1.21,0.0,0.0,-1.21
155747,401,20240205,1,3.7,2.33,0.0,1.37,0.03,0.0,1.34
155748,2147,20241030,8,4.48,4.49,0.0,-0.01,0.0,0.0,-0.01
155749,4898,20240719,6,9.22,9.06,0.0,0.16,0.0,0.0,0.16
155750,3960,20240318,2,2.81,2.32,0.0,0.49,0.01,0.0,0.48
155751,456,20251012,1,5.71,5.11,0.0,0.6,0.01,0.0,0.59
155752,4015,20240915,6,24.38,25.69,0.0,-1.31,0.0,0.0,-1.31
155753,164,20250806,7,23.72,22.75,0.0,0.97,0.02,0.0,0.95
155754,4678,20240622,7,7.13,8.94,0.0,-1.81,0.0,0.0,-1.81
155755,2771,20250323,2,1.91,2.1,0.0,-0.19,0.0,0.0,-0.19
155756,4448,20250707,7,42.88,53.11,0.0,-10.23,0.0,0.0,-10.23
155757,1627,20250515,2,40.4,44.96,0.0,-4.56,0.0,0.0,-4.56
155758,4590,20250328,8,12.36,12.38,0.0,-0.02,0.0,0.0,-0.02
155759,3182,20250625,1,17.86,18.66,0.0,-0.8,0.0,0.0,-0.8
155760,441,20240716,2,17.98,18.81,0.0,-0.83,0.0,0.0,-0.83
155761,2199,20240601,9,6.49,8.15,0.0,-1.66,0.0,0.0,-1.66
155762,5826,20250612,6,5.31,5.47,0.0,-0.16,0.0,0.0,-0.16
155763,2566,20241215,5,40.53,42.2,0.0,-1.67,0.0,0.0,-1.67
155764,2415,20240120,3,22.83,21.76,0.0,1.07,0.02,0.0,1.05
155765,599,20240709,2,20.24,20.02,0.0,0.22,0.0,0.0,0.22
155766,517,20240311,1,7.98,8.15,0.0,-0.17,0.0,0.0,-0.17
155767,3242,20250318,2,20.66,21.91,0.0,-1.25,0.0,0.0,-1.25
155768,2431,20250806,1,15.58,17.29,2.13,-1.71,0.0,1.7,-3.41
155769,2552,20240101,4,11.97,11.05,0.0,0.92,0.02,0.0,0.9
155770,2070,20250423,6,15.36,15.57,0.0,-0.21,0.0,0.0,-0.21
155771,3197,20240724,9,11.85,7.34,0.0,4.51,0.09,0.0,4.42
155772,3565,20241223,1,1.2,1.33,0.0,-0.13,0.0,0.0,-0.13
155773,320,20250805,8,12.02,13.9,0.0,-1.88,0.0,0.0,-1.88
155774,5727,20241004,1,8.95,9.46,0.0,-0.51,0.0,0.0,-0.51
155775,2915,20240121,2,16.47,11.95,0.0,4.52,0.09,0.0,4.43
155776,3918,20241125,9,1.58,1.92,0.0,-0.34,0.0,0.0,-0.34
155777,4957,20250918,4,5.35,5.49,0.0,-0.14,0.0,0.0,-0.14
155778,3128,20250501,9,30.15,24.14,0.0,6.01,0.12,0.0,5.89
155779,4750,20250324,7,10.91,9.67,0.0,1.24,0.02,0.0,1.22
155780,5939,20250316,7,30.84,24.37,0.0,6.47,0.13,0.0,6.34
155781,177,20250130,6,26.36,26.65,0.0,-0.29,0.0,0.0,-0.29
155782,2035,20241107,7,11.03,13.12,0.0,-2.09,0.0,0.0,-2.09
155783,4260,20240523,5,13.32,13.79,0.0,-0.47,0.0,0.0,-0.47
155784,2102,20251001,9,28.81,22.27,0.0,6.54,0.13,0.0,6.41
155785,3765,20250101,7,25.29,26.32,0.0,-1.03,0.0,0.0,-1.03
155786,4858,20240623,5,6.78,6.65,0.0,0.13,0.0,0.0,0.13
155787,3898,20240416,4,13.85,13.94,0.0,-0.09,0.0,0.0,-0.09
155788,3030,20250417,2,21.23,25.9,0.0,-4.67,0.0,0.0,-4.67
155789,5753,20240930,4,10.65,9.49,0.0,1.16,0.02,0.0,1.14
155790,5699,20250830,1,12.38,12.45,0.0,-0.07,0.0,0.0,-0.07
155791,3217,20240731,1,24.55,18.65,0.0,5.9,0.12,0.0,5.78
155792,3343,20240703,5,5.47,5.44,0.0,0.03,0.0,0.0,0.03
155793,1825,20250724,8,5.45,6.26,0.0,-0.81,0.0,0.0,-0.81
155794,419,20240520,9,134.13,127.14,0.0,6.99,0.14,0.0,6.85
155795,4053,20240721,2,45.42,51.32,9.61,-5.9,0.0,7.69,-13.59
155796,1499,20240122,4,5.82,5.68,0.0,0.14,0.0,0.0,0.14
155797,1625,20240901,6,0.47,0.43,0.0,0.04,0.0,0.0,0.04
155798,2266,20240414,4,1.51,1.35,0.28,0.16,0.0,0.22,-0.06
155799,1677,20251006,10,8.77,1.7,0.0,7.07,0.14,0.0,6.93
155800,2925,20240227,7,19.75,18.23,0.0,1.52,0.03,0.0,1.49
155801,2899,20240717,3,6.46,6.49,0.0,-0.03,0.0,0.0,-0.03
155802,2859,20251022,1,15.72,14.7,0.0,1.02,0.02,0.0,1.0
155803,1326,20250614,10,1.05,0.87,0.06,0.18,0.0,0.05,0.13
155804,2480,20251001,9,3.38,3.44,0.0,-0.06,0.0,0.0,-0.06
155805,4994,20250215,1,9.59,9.03,0.0,0.56,0.01,0.0,0.55
155806,960,20241124,4,30.96,30.71,0.0,0.25,0.0,0.0,0.25
155807,759,20240405,8,5.3,5.0,1.21,0.3,0.01,0.97,-0.68
155808,3128,20241224,1,8.41,6.7,0.0,1.71,0.03,0.0,1.68
155809,1367,20240921,1,33.28,27.3,0.0,5.98,0.12,0.0,5.86
155810,1451,20240112,2,30.32,31.23,0.0,-0.91,0.0,0.0,-0.91
155811,1074,20251018,2,37.68,40.13,0.0,-2.45,0.0,0.0,-2.45
155812,4610,20241110,7,6.04,6.7,0.0,-0.66,0.0,0.0,-0.66
155813,4685,20240116,4,15.5,15.94,0.0,-0.44,0.0,0.0,-0.44
155814,4591,20241017,1,10.2,8.69,0.0,1.51,0.03,0.0,1.48
155815,5089,20250224,10,10.18,11.0,0.0,-0.82,0.0,0.0,-0.82
155816,5741,20250207,1,8.46,5.93,0.0,2.53,0.05,0.0,2.48
155817,2145,20250906,4,8.32,8.05,0.0,0.27,0.01,0.0,0.26
155818,1206,20250908,6,33.17,33.2,0.0,-0.03,0.0,0.0,-0.03
155819,507,20240601,1,3.87,3.26,0.0,0.61,0.01,0.0,0.6
155820,5981,20240329,3,45.65,44.8,0.0,0.85,0.02,0.0,0.83
155821,5891,20250623,3,14.04,13.89,0.0,0.15,0.0,0.0,0.15
155822,4821,20240217,1,24.51,22.76,0.0,1.75,0.04,0.0,1.71
155823,1412,20250409,1,193.6,205.05,0.0,-11.45,0.0,0.0,-11.45
155824,3120,20241024,4,8.17,7.65,0.0,0.52,0.01,0.0,0.51
155825,1246,20240830,2,13.06,15.37,0.0,-2.31,0.0,0.0,-2.31
155826,5799,20250128,9,4.13,5.0,0.0,-0.87,0.0,0.0,-0.87
155827,30,20250822,5,7.22,7.07,0.0,0.15,0.0,0.0,0.15
155828,3669,20250917,7,8.9,9.08,0.0,-0.18,0.0,0.0,-0.18
155829,4455,20240618,8,9.52,7.76,0.0,1.76,0.04,0.0,1.72
155830,3988,20250113,2,23.22,21.73,0.0,1.49,0.03,0.0,1.46
155831,4065,20240202,8,13.49,16.74,0.0,-3.25,0.0,0.0,-3.25
155832,777,20250316,1,2.18,1.74,0.65,0.44,0.01,0.52,-0.09
155833,1511,20250316,2,25.08,23.04,0.0,2.04,0.04,0.0,2.0
155834,979,20240419,1,22.92,28.63,0.0,-5.71,0.0,0.0,-5.71
155835,3654,20240521,2,11.47,11.43,0.59,0.04,0.0,0.47,-0.43
155836,1109,20250107,5,14.27,13.95,0.0,0.32,0.01,0.0,0.31
155837,4320,20250324,10,9.19,10.41,0.99,-1.22,0.0,0.79,-2.01
155838,1379,20250827,8,8.61,6.08,0.0,2.53,0.05,0.0,2.48
155839,2291,20250220,9,16.41,18.06,0.0,-1.65,0.0,0.0,-1.65
155840,3304,20250502,6,32.3,32.96,0.0,-0.66,0.0,0.0,-0.66
155841,3654,20240830,7,5.83,6.31,0.0,-0.48,0.0,0.0,-0.48
155842,2313,20250521,7,35.77,20.61,0.0,15.16,0.3,0.0,14.86
155843,274,20241128,10,23.69,21.08,0.0,2.61,0.05,0.0,2.56
155844,388,20240628,1,20.28,17.82,0.0,2.46,0.05,0.0,2.41
155845,2126,20240223,7,3.88,2.36,0.84,1.52,0.03,0.67,0.82
155846,1760,20250928,8,11.84,13.4,0.0,-1.56,0.0,0.0,-1.56
155847,4096,20250903,4,10.63,9.98,0.0,0.65,0.01,0.0,0.64
155848,1894,20240319,3,4.26,4.15,0.33,0.11,0.0,0.26,-0.15
155849,944,20250401,2,21.62,14.24,0.0,7.38,0.15,0.0,7.23
155850,2686,20251008,8,3.54,3.16,0.0,0.38,0.01,0.0,0.37
155851,1604,20240218,2,2.64,2.72,0.0,-0.08,0.0,0.0,-0.08
155852,493,20250101,3,3.58,3.27,0.0,0.31,0.01,0.0,0.3
155853,1384,20240130,1,2.87,3.64,0.0,-0.77,0.0,0.0,-0.77
155854,4148,20240721,1,22.87,20.8,0.0,2.07,0.04,0.0,2.03
155855,4536,20250413,2,3.27,3.96,0.0,-0.69,0.0,0.0,-0.69
155856,352,20250920,5,12.59,12.72,0.0,-0.13,0.0,0.0,-0.13
155857,768,20240916,5,78.87,77.54,0.0,1.33,0.03,0.0,1.3
155858,4618,20250626,2,6.74,5.13,0.0,1.61,0.03,0.0,1.58
155859,1062,20241008,1,5.83,5.56,0.41,0.27,0.01,0.33,-0.07
155860,1993,20240102,8,194.43,165.15,0.0,29.28,0.59,0.0,28.69
155861,1438,20240218,1,8.72,9.26,0.0,-0.54,0.0,0.0,-0.54
155862,5667,20240628,1,6.95,5.76,0.97,1.19,0.02,0.78,0.39
155863,161,20241126,6,9.12,8.5,0.0,0.62,0.01,0.0,0.61
155864,2746,20250314,3,19.17,18.63,0.0,0.54,0.01,0.0,0.53
155865,3787,20240602,7,14.04,17.66,0.0,-3.62,0.0,0.0,-3.62
155866,929,20241125,8,15.98,12.42,0.0,3.56,0.07,0.0,3.49
155867,2071,20240521,2,11.52,9.17,0.0,2.35,0.05,0.0,2.3
155868,5046,20250522,1,35.19,35.9,0.0,-0.71,0.0,0.0,-0.71
155869,562,20251001,7,10.72,8.74,0.0,1.98,0.04,0.0,1.94
155870,907,20250704,6,27.22,26.89,0.0,0.33,0.01,0.0,0.32
155871,5156,20250817,1,14.18,14.92,2.91,-0.74,0.0,2.33,-3.07
155872,5336,20240420,9,11.36,8.5,0.0,2.86,0.06,0.0,2.8
155873,4119,20240320,1,3.08,2.54,0.0,0.54,0.01,0.0,0.53
155874,5813,20240814,8,3.62,2.82,0.23,0.8,0.02,0.18,0.6
155875,4740,20250319,2,13.65,15.68,0.0,-2.03,0.0,0.0,-2.03
155876,3856,20241029,1,21.25,23.56,0.0,-2.31,0.0,0.0,-2.31
155877,2096,20240210,4,37.56,36.59,0.0,0.97,0.02,0.0,0.95
155878,4925,20250912,2,1.27,1.0,0.13,0.27,0.01,0.1,0.16
155879,4483,20250517,6,23.92,23.11,0.0,0.81,0.02,0.0,0.79
155880,3264,20251020,6,31.29,30.52,0.0,0.77,0.02,0.0,0.75
155881,606,20241005,6,28.45,27.45,0.0,1.0,0.02,0.0,0.98
155882,410,20240929,5,17.78,18.9,0.0,-1.12,0.0,0.0,-1.12
155883,2932,20240117,5,6.85,6.47,0.0,0.38,0.01,0.0,0.37
155884,1285,20240621,9,29.99,29.67,0.0,0.32,0.01,0.0,0.31
155885,5667,20240806,9,29.99,38.76,0.0,-8.77,0.0,0.0,-8.77
155886,2678,20240829,2,9.89,8.24,0.0,1.65,0.03,0.0,1.62
155887,1100,20251028,7,7.28,6.89,0.0,0.39,0.01,0.0,0.38
155888,4459,20240720,2,25.34,23.91,0.0,1.43,0.03,0.0,1.4
155889,3319,20250402,9,28.42,9.3,0.0,19.12,0.38,0.0,18.74
155890,2409,20250425,1,18.41,20.55,0.0,-2.14,0.0,0.0,-2.14
155891,5910,20250416,1,5.34,6.11,0.0,-0.77,0.0,0.0,-0.77
155892,1436,20240616,7,11.78,10.27,0.0,1.51,0.03,0.0,1.48
155893,3703,20250813,8,29.53,29.66,0.0,-0.13,0.0,0.0,-0.13
155894,4253,20251024,1,22.41,21.67,0.0,0.74,0.01,0.0,0.73
155895,3901,20240206,1,4.14,3.79,0.0,0.35,0.01,0.0,0.34
155896,1041,20240713,2,165.4,170.65,0.0,-5.25,0.0,0.0,-5.25
155897,5403,20250925,1,48.45,47.45,0.0,1.0,0.02,0.0,0.98
155898,5224,20250507,3,3.64,3.12,0.0,0.52,0.01,0.0,0.51
155899,5588,20251017,8,8.9,5.51,1.86,3.39,0.07,1.49,1.83
155900,1855,20250824,9,12.03,8.9,0.0,3.13,0.06,0.0,3.07
155901,3346,20241129,1,6.52,7.59,0.0,-1.07,0.0,0.0,-1.07
155902,4260,20240525,2,27.36,30.55,0.0,-3.19,0.0,0.0,-3.19
155903,4349,20251009,9,23.24,9.14,0.0,14.1,0.28,0.0,13.82
155904,1153,20241114,6,28.4,29.88,0.0,-1.48,0.0,0.0,-1.48
155905,1013,20240505,2,6.33,7.0,0.0,-0.67,0.0,0.0,-0.67
155906,1740,20250614,7,10.06,9.15,0.0,0.91,0.02,0.0,0.89
155907,5949,20250125,5,6.71,6.37,0.0,0.34,0.01,0.0,0.33
155908,5788,20250128,7,4.81,4.05,0.0,0.76,0.02,0.0,0.74
155909,505,20240618,2,13.42,14.89,0.0,-1.47,0.0,0.0,-1.47
155910,4320,20251002,3,10.74,10.97,0.0,-0.23,0.0,0.0,-0.23
155911,122,20250204,2,26.32,25.74,0.0,0.58,0.01,0.0,0.57
155912,3918,20250815,5,10.35,9.43,0.0,0.92,0.02,0.0,0.9
155913,1415,20240830,10,10.27,12.77,0.0,-2.5,0.0,0.0,-2.5
155914,4872,20250928,5,16.05,15.84,3.5,0.21,0.0,2.8,-2.59
155915,1943,20241110,7,22.39,20.29,3.53,2.1,0.04,2.82,-0.76
155916,2181,20250321,3,22.6,20.95,0.0,1.65,0.03,0.0,1.62
155917,2068,20251011,1,19.16,18.49,0.0,0.67,0.01,0.0,0.66
155918,2733,20250503,10,13.72,13.39,0.0,0.33,0.01,0.0,0.32
155919,655,20250713,2,8.0,9.32,0.0,-1.32,0.0,0.0,-1.32
155920,441,20250803,5,2.12,2.06,0.0,0.06,0.0,0.0,0.06
155921,1495,20250509,8,7.35,7.71,1.57,-0.36,0.0,1.26,-1.62
155922,5224,20240730,5,10.74,10.81,0.0,-0.07,0.0,0.0,-0.07
155923,4690,20250506,7,19.73,17.73,0.0,2.0,0.04,0.0,1.96
155924,246,20250528,1,1.8,1.43,0.0,0.37,0.01,0.0,0.36
155925,4345,20241107,4,28.0,27.42,0.0,0.58,0.01,0.0,0.57
155926,2566,20250115,1,13.97,10.54,3.22,3.43,0.07,2.58,0.78
155927,3319,20240725,2,16.86,11.19,0.0,5.67,0.11,0.0,5.56
155928,5402,20240529,1,6.3,5.5,0.0,0.8,0.02,0.0,0.78
155929,1739,20240702,1,18.41,18.89,0.0,-0.48,0.0,0.0,-0.48
155930,115,20240814,4,6.42,6.26,0.0,0.16,0.0,0.0,0.16
155931,4728,20250822,8,26.02,26.98,0.0,-0.96,0.0,0.0,-0.96
155932,3346,20251028,8,1.64,1.81,0.0,-0.17,0.0,0.0,-0.17
155933,2915,20250207,4,7.94,7.4,0.41,0.54,0.01,0.33,0.2
155934,1887,20240427,2,10.6,12.08,0.0,-1.48,0.0,0.0,-1.48
155935,4345,20250503,1,7.79,7.1,0.0,0.69,0.01,0.0,0.68
155936,2887,20240412,3,7.85,7.66,0.0,0.19,0.0,0.0,0.19
155937,908,20240403,9,5.06,3.64,0.0,1.42,0.03,0.0,1.39
155938,4374,20240930,2,1.09,0.87,0.0,0.22,0.0,0.0,0.22
155939,1881,20250316,2,2.36,1.76,0.0,0.6,0.01,0.0,0.59
155940,3587,20240420,5,19.48,18.43,0.0,1.05,0.02,0.0,1.03
155941,5717,20240314,5,20.52,21.03,0.0,-0.51,0.0,0.0,-0.51
155942,3715,20250419,1,10.06,6.13,0.0,3.93,0.08,0.0,3.85
155943,879,20241020,1,10.89,11.16,0.0,-0.27,0.0,0.0,-0.27
155944,796,20240206,2,30.31,22.14,0.0,8.17,0.16,0.0,8.01
155945,3297,20240129,9,16.51,16.22,0.0,0.29,0.01,0.0,0.28
155946,1850,20240226,1,21.96,25.67,0.0,-3.71,0.0,0.0,-3.71
155947,3503,20241221,2,24.24,22.45,0.0,1.79,0.04,0.0,1.75
155948,2277,20240520,6,10.53,9.67,0.0,0.86,0.02,0.0,0.84
155949,5244,20240625,1,8.08,9.55,0.0,-1.47,0.0,0.0,-1.47
155950,5434,20240917,7,18.83,12.7,0.0,6.13,0.12,0.0,6.01
155951,73,20240328,4,15.92,14.75,0.0,1.17,0.02,0.0,1.15
155952,1205,20250710,1,2.76,1.97,0.6,0.79,0.02,0.48,0.29
155953,5637,20240201,2,8.99,7.57,0.0,1.42,0.03,0.0,1.39
155954,3679,20250430,10,26.66,19.97,0.0,6.69,0.13,0.0,6.56
155955,1422,20250531,3,21.2,22.16,0.0,-0.96,0.0,0.0,-0.96
155956,3079,20240229,3,15.24,15.33,0.0,-0.09,0.0,0.0,-0.09
155957,3292,20241222,2,34.0,30.28,0.0,3.72,0.07,0.0,3.65
155958,1336,20240321,6,7.79,7.65,0.0,0.14,0.0,0.0,0.14
155959,3309,20240528,4,19.34,17.19,0.0,2.15,0.04,0.0,2.11
155960,4639,20240227,7,10.83,12.52,0.0,-1.69,0.0,0.0,-1.69
155961,695,20250912,4,20.0,19.71,0.0,0.29,0.01,0.0,0.28
155962,115,20241212,6,9.11,8.99,0.0,0.12,0.0,0.0,0.12
155963,5582,20250829,5,4.95,5.5,0.0,-0.55,0.0,0.0,-0.55
155964,1072,20250327,1,25.68,24.71,0.0,0.97,0.02,0.0,0.95
155965,4389,20241105,4,6.59,6.07,0.0,0.52,0.01,0.0,0.51
155966,3555,20240502,5,2.59,2.74,0.0,-0.15,0.0,0.0,-0.15
155967,2045,20250815,1,2.55,2.71,0.0,-0.16,0.0,0.0,-0.16
155968,3208,20250820,3,34.8,33.45,0.0,1.35,0.03,0.0,1.32
155969,4750,20240131,1,57.17,50.42,0.0,6.75,0.14,0.0,6.61
155970,5155,20250430,2,32.16,32.62,0.0,-0.46,0.0,0.0,-0.46
155971,4711,20240907,1,5.4,5.59,1.06,-0.19,0.0,0.85,-1.04
155972,2839,20241025,7,13.95,12.19,0.0,1.76,0.04,0.0,1.72
155973,2040,20241219,2,12.89,11.12,0.0,1.77,0.04,0.0,1.73
155974,1401,20251016,2,15.97,18.49,0.0,-2.52,0.0,0.0,-2.52
155975,4966,20240405,4,5.81,5.71,0.74,0.1,0.0,0.59,-0.49
155976,3775,20250518,1,20.66,24.2,0.0,-3.54,0.0,0.0,-3.54
155977,11,20241128,10,9.01,9.94,1.65,-0.93,0.0,1.32,-2.25
155978,3208,20240325,6,0.52,0.47,0.0,0.05,0.0,0.0,0.05
155979,3654,20241207,7,30.64,26.71,0.0,3.93,0.08,0.0,3.85
155980,2171,20241119,1,19.2,19.32,0.0,-0.12,0.0,0.0,-0.12
155981,1765,20250519,1,7.29,8.64,0.0,-1.35,0.0,0.0,-1.35
155982,772,20241226,4,1.68,1.82,0.0,-0.14,0.0,0.0,-0.14
155983,4553,20240706,1,13.16,8.38,0.0,4.78,0.1,0.0,4.68
155984,1234,20240802,2,19.91,18.64,0.0,1.27,0.03,0.0,1.24
155985,2329,20250120,2,5.7,5.88,0.0,-0.18,0.0,0.0,-0.18
155986,1519,20250612,6,2.35,2.21,0.0,0.14,0.0,0.0,0.14
155987,912,20250326,1,6.02,6.81,0.0,-0.79,0.0,0.0,-0.79
155988,371,20250206,6,10.66,10.31,0.0,0.35,0.01,0.0,0.34
