session_id,user_id,channel_id,session_start_ts,session_start_date_id,session_end_ts,session_end_date_id,duration_minutes
S000011840,U0000177,1,2024-06-02 04:23:00,20240602,2024-06-02 04:32:31,20240602,9.53
S000011841,U0000477,4,2024-10-17 07:20:00,20241017,2024-10-17 07:40:15,20241017,20.26
S000011842,U0002276,4,2020-05-18 03:11:00,20200518,2020-05-18 03:31:56,20200518,20.95
S000011843,U0003892,1,2021-02-04 01:46:00,20210204,2021-02-04 01:58:24,20210204,12.4
S000011844,U0000690,4,2022-03-07 03:22:00,20220307,2022-03-07 03:28:59,20220307,6.99
S000011845,U0003806,3,2024-03-09 11:03:00,20240309,2024-03-09 11:14:19,20240309,11.32
S000011846,U0002165,1,2025-01-17 23:40:00,20250117,2025-01-18 00:12:45,20250118,32.76
S000011847,U0002810,1,2025-06-06 04:36:00,20250606,2025-06-06 04:57:20,20250606,21.35
S000011848,U0001018,3,2021-01-18 19:11:00,20210118,2021-01-18 19:27:41,20210118,16.68
S000011849,U0002432,4,2025-06-18 22:25:00,20250618,2025-06-18 22:56:25,20250618,31.42
S000011850,U0003649,3,2025-08-14 11:13:00,20250814,2025-08-14 11:26:24,20250814,13.4
S000011851,U0002219,1,2024-06-28 15:30:00,20240628,2024-06-28 15:52:47,20240628,22.78
S000011852,U0000294,3,2024-07-31 04:58:00,20240731,2024-07-31 05:15:37,20240731,17.62
S000011853,U0003584,1,2024-11-22 06:38:00,20241122,2024-11-22 07:12:58,20241122,34.97
S000011854,U0000774,1,2025-04-14 06:34:00,20250414,2025-04-14 06:47:46,20250414,13.77
S000011855,U0001577,1,2024-08-12 23:31:00,20240812,2024-08-12 23:48:39,20240812,17.65
S000011856,U0003596,4,2025-03-14 11:07:00,20250314,2025-03-14 12:32:32,20250314,85.54
S000011857,U0001653,3,2021-08-05 12:19:00,20210805,2021-08-05 12:26:30,20210805,7.51
S000011858,U0000176,3,2021-08-01 00:06:00,20210801,2021-08-01 00:16:57,20210801,10.96
S000011859,U0003851,1,2021-12-05 09:30:00,20211205,2021-12-05 09:46:16,20211205,16.27
S000011860,U0003655,1,2023-07-05 15:44:00,20230705,2023-07-05 15:53:42,20230705,9.71
S000011861,U0002534,1,2021-07-22 07:21:00,20210722,2021-07-22 07:39:43,20210722,18.72
S000011862,U0000710,3,2024-11-01 17:58:00,20241101,2024-11-01 18:03:47,20241101,5.8
S000011863,U0000073,3,2024-06-13 03:27:00,20240613,2024-06-13 03:54:10,20240613,27.18
S000011864,U0000508,1,2023-06-25 17:56:00,20230625,2023-06-25 18:17:53,20230625,21.88
S000011865,U0002367,1,2020-10-31 19:02:00,20201031,2020-10-31 20:09:52,20201031,67.87
S000011866,U0000114,1,2024-12-05 05:03:00,20241205,2024-12-05 05:41:35,20241205,38.6
S000011867,U0001979,1,2019-07-15 16:07:00,20190715,2019-07-15 16:26:05,20190715,19.09
S000011868,U0000176,1,2019-12-06 21:01:00,20191206,2019-12-06 21:20:27,20191206,19.46
S000011869,U0001858,1,2023-01-28 21:33:00,20230128,2023-01-28 21:59:53,20230128,26.9
S000011870,U0002265,1,2022-09-23 04:06:00,20220923,2022-09-23 04:24:51,20220923,18.86
S000011871,U0002834,3,2019-01-12 22:42:00,20190112,2019-01-12 23:11:49,20190112,29.83
S000011872,U0001028,3,2019-10-10 02:55:00,20191010,2019-10-10 03:10:53,20191010,15.89
S000011873,U0001674,1,2025-09-20 02:10:00,20250920,2025-09-20 02:27:32,20250920,17.54
S000011874,U0001581,3,2022-10-03 16:22:00,20221003,2022-10-03 16:39:07,20221003,17.12
S000011875,U0002264,3,2020-06-07 00:03:00,20200607,2020-06-07 00:22:10,20200607,19.18
S000011876,U0002724,1,2021-07-04 10:37:00,20210704,2021-07-04 11:10:47,20210704,33.8
S000011877,U0003166,1,2019-05-03 07:52:00,20190503,2019-05-03 08:24:06,20190503,32.11
S000011878,U0003293,1,2022-03-18 13:15:00,20220318,2022-03-18 13:30:17,20220318,15.29
S000011879,U0001066,1,2025-08-26 23:25:00,20250826,2025-08-26 23:54:35,20250826,29.59
S000011880,U0000317,1,2022-02-25 15:12:00,20220225,2022-02-25 15:36:20,20220225,24.34
S000011881,U0000617,3,2022-08-21 08:50:00,20220821,2022-08-21 09:25:59,20220821,35.99
S000011882,U0002301,1,2019-06-25 13:16:00,20190625,2019-06-25 13:40:05,20190625,24.1
S000011883,U0003204,1,2024-05-06 07:17:00,20240506,2024-05-06 07:44:29,20240506,27.49
S000011884,U0001588,3,2025-01-21 02:46:00,20250121,2025-01-21 03:26:11,20250121,40.2
S000011885,U0000861,1,2019-11-05 22:28:00,20191105,2019-11-05 22:49:34,20191105,21.58
S000011886,U0002960,1,2025-06-08 10:18:00,20250608,2025-06-08 10:28:24,20250608,10.41
S000011887,U0000963,1,2024-02-02 07:22:00,20240202,2024-02-02 07:32:50,20240202,10.84
S000011888,U0003455,1,2022-05-26 14:23:00,20220526,2022-05-26 14:43:56,20220526,20.93
S000011889,U0001107,1,2020-11-26 22:19:00,20201126,2020-11-26 22:28:57,20201126,9.96
S000011890,U0000100,1,2021-03-30 08:12:00,20210330,2021-03-30 08:26:13,20210330,14.22
S000011891,U0000655,1,2021-01-09 19:48:00,20210109,2021-01-09 19:58:06,20210109,10.1
S000011892,U0000852,1,2021-01-16 03:16:00,20210116,2021-01-16 03:24:05,20210116,8.09
S000011893,U0001722,1,2021-09-03 11:47:00,20210903,2021-09-03 12:13:12,20210903,26.2
S000011894,U0001068,1,2019-02-19 21:01:00,20190219,2019-02-19 21:12:45,20190219,11.76
S000011895,U0002220,1,2022-06-04 07:53:00,20220604,2022-06-04 08:08:51,20220604,15.86
S000011896,U0001594,1,2020-03-11 17:25:00,20200311,2020-03-11 17:49:33,20200311,24.56
S000011897,U0001266,1,2020-09-14 09:57:00,20200914,2020-09-14 10:04:09,20200914,7.16
S000011898,U0002815,1,2020-09-12 11:42:00,20200912,2020-09-12 11:50:14,20200912,8.23
S000011899,U0002406,1,2023-03-30 21:15:00,20230330,2023-03-30 21:39:16,20230330,24.28
S000011900,U0001990,1,2022-10-08 20:13:00,20221008,2022-10-08 20:22:07,20221008,9.13
S000011901,U0002458,1,2023-12-13 08:02:00,20231213,2023-12-13 08:19:45,20231213,17.76
S000011902,U0003107,1,2019-08-22 23:50:00,20190822,2019-08-23 00:24:45,20190823,34.76
S000011903,U0000490,1,2020-12-14 11:08:00,20201214,2020-12-14 11:14:49,20201214,6.82
S000011904,U0002854,1,2020-12-10 01:38:00,20201210,2020-12-10 01:52:49,20201210,14.83
S000011905,U0000851,2,2022-11-10 22:25:00,20221110,2022-11-10 22:41:37,20221110,16.63
S000011906,U0003424,3,2024-02-10 01:30:00,20240210,2024-02-10 01:42:04,20240210,12.08
S000011907,U0003747,1,2025-08-31 14:38:00,20250831,2025-08-31 14:56:53,20250831,18.9
S000011908,U0001722,1,2020-03-03 23:08:00,20200303,2020-03-03 23:21:09,20200303,13.16
S000011909,U0002458,3,2019-04-10 13:08:00,20190410,2019-04-10 13:17:01,20190410,9.03
S000011910,U0001196,1,2019-02-21 21:51:00,20190221,2019-02-21 21:55:27,20190221,4.45
S000011911,U0000813,2,2019-03-09 18:02:00,20190309,2019-03-09 18:08:53,20190309,6.89
S000011912,U0002750,1,2019-01-10 09:24:00,20190110,2019-01-10 09:55:09,20190110,31.15
S000011913,U0000810,1,2023-06-26 17:08:00,20230626,2023-06-26 17:15:33,20230626,7.55
S000011914,U0003684,3,2020-07-08 12:52:00,20200708,2020-07-08 12:59:55,20200708,7.92
S000011915,U0003775,2,2025-04-03 23:46:00,20250403,2025-04-03 23:59:21,20250403,13.36
S000011916,U0001894,1,2025-05-12 11:08:00,20250512,2025-05-12 11:28:23,20250512,20.4
S000011917,U0003537,1,2023-10-26 17:02:00,20231026,2023-10-26 17:58:53,20231026,56.9
S000011918,U0001128,2,2025-11-20 12:26:00,20251120,2025-11-20 12:39:02,20251120,13.04
S000011919,U0002543,3,2023-05-30 05:34:00,20230530,2023-05-30 06:05:17,20230530,31.29
S000011920,U0000447,3,2025-05-23 07:03:00,20250523,2025-05-23 07:32:27,20250523,29.46
S000011921,U0003539,3,2024-07-07 19:09:00,20240707,2024-07-07 19:24:58,20240707,15.98
S000011922,U0000067,3,2019-03-18 15:48:00,20190318,2019-03-18 16:14:30,20190318,26.51
S000011923,U0003860,3,2022-06-23 19:55:00,20220623,2022-06-23 20:10:49,20220623,15.82
S000011924,U0001784,4,2024-02-10 13:14:00,20240210,2024-02-10 13:29:35,20240210,15.59
S000011925,U0001443,2,2022-01-01 22:52:00,20220101,2022-01-01 23:17:19,20220101,25.33
S000011926,U0000510,1,2020-04-15 01:57:00,20200415,2020-04-15 02:15:22,20200415,18.38
S000011927,U0002383,1,2020-09-16 19:14:00,20200916,2020-09-16 20:01:34,20200916,47.58
S000011928,U0001382,1,2024-06-03 14:05:00,20240603,2024-06-03 14:34:28,20240603,29.47
S000011929,U0000760,1,2019-09-10 16:39:00,20190910,2019-09-10 17:01:07,20190910,22.13
S000011930,U0001691,1,2023-01-27 01:44:00,20230127,2023-01-27 02:11:05,20230127,27.09
S000011931,U0001243,1,2021-05-09 05:36:00,20210509,2021-05-09 05:50:11,20210509,14.18
S000011932,U0000155,1,2021-06-02 19:53:00,20210602,2021-06-02 20:18:30,20210602,25.51
S000011933,U0002440,2,2023-06-28 08:46:00,20230628,2023-06-28 09:18:43,20230628,32.73
S000011934,U0003910,1,2023-08-04 01:52:00,20230804,2023-08-04 02:03:39,20230804,11.67
S000011935,U0002018,3,2020-07-01 00:41:00,20200701,2020-07-01 01:24:57,20200701,43.96
S000011936,U0003532,1,2021-12-21 10:20:00,20211221,2021-12-21 10:36:43,20211221,16.72
S000011937,U0001298,3,2025-03-08 02:46:00,20250308,2025-03-08 03:21:08,20250308,35.15
S000011938,U0001805,1,2019-11-15 02:44:00,20191115,2019-11-15 03:38:31,20191115,54.53
S000011939,U0003074,1,2022-04-30 14:10:00,20220430,2022-04-30 14:20:05,20220430,10.08
S000011940,U0002296,4,2024-08-22 23:13:00,20240822,2024-08-22 23:58:47,20240822,45.79
S000011941,U0001705,1,2023-06-10 09:48:00,20230610,2023-06-10 10:00:30,20230610,12.5
S000011942,U0003383,1,2020-03-23 10:52:00,20200323,2020-03-23 11:12:08,20200323,20.15
S000011943,U0003272,4,2019-02-12 08:11:00,20190212,2019-02-12 08:17:09,20190212,6.15
S000011944,U0000768,1,2023-08-13 23:33:00,20230813,2023-08-13 23:42:18,20230813,9.31
S000011945,U0000237,1,2025-07-11 12:50:00,20250711,2025-07-11 13:17:39,20250711,27.65
S000011946,U0003910,1,2019-08-20 11:45:00,20190820,2019-08-20 12:00:31,20190820,15.53
S000011947,U0000332,1,2022-11-05 17:48:00,20221105,2022-11-05 18:02:51,20221105,14.85
S000011948,U0001693,1,2022-01-18 22:22:00,20220118,2022-01-18 22:31:01,20220118,9.03
S000011949,U0000516,1,2021-09-19 06:14:00,20210919,2021-09-19 06:16:12,20210919,2.21
S000011950,U0001897,3,2019-02-24 13:34:00,20190224,2019-02-24 14:50:30,20190224,76.51
S000011951,U0002505,3,2019-04-16 00:28:00,20190416,2019-04-16 00:50:40,20190416,22.67
S000011952,U0003360,1,2025-01-12 05:27:00,20250112,2025-01-12 05:34:30,20250112,7.51
S000011953,U0002692,1,2021-08-24 04:17:00,20210824,2021-08-24 04:24:06,20210824,7.11
S000011954,U0000126,1,2020-01-04 11:19:00,20200104,2020-01-04 11:56:13,20200104,37.23
S000011955,U0000149,3,2019-08-20 16:15:00,20190820,2019-08-20 16:21:11,20190820,6.19
S000011956,U0001978,4,2023-07-22 13:37:00,20230722,2023-07-22 14:24:47,20230722,47.79
S000011957,U0002878,2,2020-02-20 13:50:00,20200220,2020-02-20 14:01:00,20200220,11.01
S000011958,U0001039,2,2024-05-16 05:36:00,20240516,2024-05-16 06:00:02,20240516,24.04
S000011959,U0002232,2,2025-10-26 07:33:00,20251026,2025-10-26 07:45:10,20251026,12.18
S000011960,U0002166,3,2019-12-29 06:03:00,20191229,2019-12-29 06:13:12,20191229,10.2
S000011961,U0001475,2,2021-01-28 00:27:00,20210128,2021-01-28 01:08:37,20210128,41.62
S000011962,U0002257,1,2020-09-04 05:44:00,20200904,2020-09-04 05:56:21,20200904,12.36
S000011963,U0003435,1,2019-10-07 13:49:00,20191007,2019-10-07 14:15:02,20191007,26.04
S000011964,U0000851,1,2024-07-12 07:36:00,20240712,2024-07-12 07:48:39,20240712,12.65
S000011965,U0003801,1,2020-07-21 12:32:00,20200721,2020-07-21 12:41:40,20200721,9.68
S000011966,U0003124,1,2025-07-13 09:20:00,20250713,2025-07-13 12:09:53,20250713,169.89
S000011967,U0000106,1,2024-07-29 16:36:00,20240729,2024-07-29 16:57:18,20240729,21.32
S000011968,U0002876,4,2023-12-03 09:05:00,20231203,2023-12-03 09:31:13,20231203,26.23
S000011969,U0002443,1,2025-06-10 04:32:00,20250610,2025-06-10 05:01:01,20250610,29.03
S000011970,U0000386,1,2024-12-03 07:23:00,20241203,2024-12-03 07:44:45,20241203,21.76
S000011971,U0001362,1,2024-08-16 06:14:00,20240816,2024-08-16 06:43:45,20240816,29.76
S000011972,U0001558,1,2022-12-03 00:31:00,20221203,2022-12-03 00:50:19,20221203,19.32
S000011973,U0002352,1,2024-06-23 01:40:00,20240623,2024-06-23 01:49:58,20240623,9.98
S000011974,U0000593,4,2023-06-11 01:16:00,20230611,2023-06-11 01:19:49,20230611,3.83
S000011975,U0002279,1,2023-03-05 05:08:00,20230305,2023-03-05 05:20:11,20230305,12.19
S000011976,U0002455,3,2020-02-20 17:01:00,20200220,2020-02-20 17:09:17,20200220,8.28
S000011977,U0001939,3,2019-12-24 14:22:00,20191224,2019-12-24 14:55:06,20191224,33.1
S000011978,U0001052,1,2019-07-16 06:50:00,20190716,2019-07-16 07:09:01,20190716,19.03
S000011979,U0003445,1,2025-10-27 16:53:00,20251027,2025-10-27 17:20:38,20251027,27.64
S000011980,U0000313,3,2019-09-09 17:35:00,20190909,2019-09-09 18:00:00,20190909,25.0
S000011981,U0001174,1,2023-12-20 07:59:00,20231220,2023-12-20 08:22:38,20231220,23.64
S000011982,U0000143,2,2020-05-08 21:04:00,20200508,2020-05-08 21:20:02,20200508,16.04
S000011983,U0002998,1,2019-05-23 03:27:00,20190523,2019-05-23 03:44:25,20190523,17.43
S000011984,U0002161,3,2025-11-13 02:23:00,20251113,2025-11-13 02:31:57,20251113,8.96
S000011985,U0003436,3,2021-01-03 01:41:00,20210103,2021-01-03 01:49:37,20210103,8.62
S000011986,U0001487,1,2021-10-01 14:43:00,20211001,2021-10-01 14:54:30,20211001,11.51
S000011987,U0001681,2,2020-10-28 08:15:00,20201028,2020-10-28 08:39:25,20201028,24.42
S000011988,U0003295,2,2021-07-09 12:17:00,20210709,2021-07-09 12:50:22,20210709,33.37
S000011989,U0002586,1,2025-09-05 23:25:00,20250905,2025-09-05 23:49:24,20250905,24.42
S000011990,U0000121,4,2023-04-01 19:11:00,20230401,2023-04-01 19:41:05,20230401,30.09
S000011991,U0002664,1,2019-03-25 06:33:00,20190325,2019-03-25 07:42:33,20190325,69.55
S000011992,U0001587,1,2023-10-17 07:54:00,20231017,2023-10-17 08:11:01,20231017,17.02
S000011993,U0002558,3,2022-12-30 13:08:00,20221230,2022-12-30 13:51:56,20221230,43.94
S000011994,U0002412,3,2022-12-29 18:56:00,20221229,2022-12-29 19:12:50,20221229,16.84
S000011995,U0000101,1,2020-12-04 15:06:00,20201204,2020-12-04 15:21:42,20201204,15.7
S000011996,U0002415,3,2020-10-05 07:04:00,20201005,2020-10-05 07:18:49,20201005,14.83
S000011997,U0002346,3,2020-09-22 23:22:00,20200922,2020-09-23 00:09:27,20200923,47.45
S000011998,U0003430,3,2024-04-10 20:10:00,20240410,2024-04-10 20:15:29,20240410,5.49
S000011999,U0002176,1,2020-07-13 15:39:00,20200713,2020-07-13 15:50:59,20200713,12.0
S000012000,U0001450,3,2022-10-17 09:25:00,20221017,2022-10-17 09:29:39,20221017,4.65
S000012001,U0002204,3,2021-11-19 12:54:00,20211119,2021-11-19 15:53:29,20211119,179.49
S000012002,U0000355,1,2024-02-03 23:48:00,20240203,2024-02-04 00:13:52,20240204,25.88
S000012003,U0003754,2,2024-08-22 14:56:00,20240822,2024-08-22 15:03:05,20240822,7.09
S000012004,U0002834,3,2021-03-23 22:03:00,20210323,2021-03-23 22:19:23,20210323,16.39
S000012005,U0002230,1,2022-04-11 19:26:00,20220411,2022-04-11 19:43:22,20220411,17.38
S000012006,U0002844,1,2022-07-13 21:23:00,20220713,2022-07-13 21:36:56,20220713,13.94
S000012007,U0000991,1,2023-10-09 20:17:00,20231009,2023-10-09 20:49:13,20231009,32.23
S000012008,U0003482,3,2022-03-14 07:44:00,20220314,2022-03-14 07:54:05,20220314,10.09
S000012009,U0003498,1,2022-11-10 22:25:00,20221110,2022-11-10 22:46:56,20221110,21.94
S000012010,U0000424,1,2025-11-24 12:33:00,20251124,2025-11-24 13:17:36,20251124,44.61
S000012011,U0000455,3,2024-03-13 18:09:00,20240313,2024-03-13 18:35:31,20240313,26.53
S000012012,U0001858,1,2020-01-14 09:02:00,20200114,2020-01-14 09:29:21,20200114,27.36
S000012013,U0001700,3,2024-05-17 09:05:00,20240517,2024-05-17 09:35:01,20240517,30.02
S000012014,U0001275,1,2023-11-28 06:09:00,20231128,2023-11-28 06:24:50,20231128,15.83
S000012015,U0002867,1,2020-11-05 14:13:00,20201105,2020-11-05 14:29:19,20201105,16.32
S000012016,U0000025,1,2023-11-25 09:52:00,20231125,2023-11-25 10:10:18,20231125,18.32
S000012017,U0002172,3,2023-05-17 08:11:00,20230517,2023-05-17 08:15:10,20230517,4.18
S000012018,U0000539,1,2023-07-22 17:42:00,20230722,2023-07-22 17:53:33,20230722,11.55
S000012019,U0000889,3,2024-04-22 17:02:00,20240422,2024-04-22 17:15:03,20240422,13.06
S000012020,U0000143,2,2021-05-10 12:52:00,20210510,2021-05-10 13:40:29,20210510,48.49
S000012021,U0002828,1,2024-12-28 13:12:00,20241228,2024-12-28 14:42:30,20241228,90.5
S000012022,U0000881,3,2025-02-25 07:46:00,20250225,2025-02-25 08:38:39,20250225,52.67
S000012023,U0000107,1,2019-09-19 13:51:00,20190919,2019-09-19 14:09:37,20190919,18.62
S000012024,U0003664,3,2025-05-23 14:50:00,20250523,2025-05-23 15:03:16,20250523,13.28
S000012025,U0002029,1,2024-08-24 23:49:00,20240824,2024-08-24 23:58:03,20240824,9.05
S000012026,U0003302,1,2020-05-03 02:54:00,20200503,2020-05-03 03:02:44,20200503,8.75
S000012027,U0003821,1,2024-10-04 11:45:00,20241004,2024-10-04 12:03:45,20241004,18.77
S000012028,U0002989,1,2019-05-19 12:06:00,20190519,2019-05-19 12:30:10,20190519,24.18
S000012029,U0000893,1,2023-06-07 17:30:00,20230607,2023-06-07 18:12:29,20230607,42.5
S000012030,U0003238,3,2019-03-05 01:05:00,20190305,2019-03-05 01:07:55,20190305,2.93
S000012031,U0000641,2,2025-01-13 23:55:00,20250113,2025-01-14 00:08:35,20250114,13.59
S000012032,U0001267,1,2024-12-12 02:57:00,20241212,2024-12-12 03:25:19,20241212,28.33
S000012033,U0002822,1,2020-03-18 19:27:00,20200318,2020-03-18 19:56:53,20200318,29.89
S000012034,U0000453,1,2020-09-18 03:29:00,20200918,2020-09-18 04:10:12,20200918,41.21
S000012035,U0003229,1,2021-04-30 01:21:00,20210430,2021-04-30 01:47:09,20210430,26.15
S000012036,U0002902,1,2022-12-07 15:41:00,20221207,2022-12-07 16:16:03,20221207,35.06
S000012037,U0002583,1,2019-01-31 22:37:00,20190131,2019-01-31 23:07:21,20190131,30.36
S000012038,U0001935,1,2022-02-11 08:26:00,20220211,2022-02-11 09:09:02,20220211,43.04
S000012039,U0001462,2,2021-04-29 15:52:00,20210429,2021-04-29 16:10:12,20210429,18.21
S000012040,U0003256,1,2023-06-04 11:33:00,20230604,2023-06-04 11:48:10,20230604,15.17
S000012041,U0001858,1,2023-06-19 04:44:00,20230619,2023-06-19 04:47:35,20230619,3.6
S000012042,U0000584,1,2023-04-11 02:20:00,20230411,2023-04-11 03:12:18,20230411,52.3
S000012043,U0003754,1,2023-03-16 19:14:00,20230316,2023-03-16 19:31:54,20230316,17.91
S000012044,U0003285,3,2021-08-06 14:22:00,20210806,2021-08-06 14:36:46,20210806,14.77
S000012045,U0001526,4,2023-08-10 01:58:00,20230810,2023-08-10 02:04:16,20230810,6.27
S000012046,U0003798,1,2024-07-19 13:49:00,20240719,2024-07-19 14:15:58,20240719,26.98
S000012047,U0003601,4,2020-09-24 03:35:00,20200924,2020-09-24 03:53:59,20200924,18.98
S000012048,U0003065,3,2024-12-03 01:39:00,20241203,2024-12-03 01:44:58,20241203,5.97
S000012049,U0003186,1,2021-07-10 02:00:00,20210710,2021-07-10 02:13:41,20210710,13.69
S000012050,U0002116,4,2019-01-25 05:17:00,20190125,2019-01-25 05:23:39,20190125,6.66
S000012051,U0001442,1,2021-10-15 13:51:00,20211015,2021-10-15 14:10:11,20211015,19.19
S000012052,U0002065,3,2021-05-01 14:44:00,20210501,2021-05-01 15:10:14,20210501,26.25
S000012053,U0001133,1,2021-08-08 05:07:00,20210808,2021-08-08 05:24:41,20210808,17.69
S000012054,U0002501,2,2022-05-07 07:54:00,20220507,2022-05-07 09:00:14,20220507,66.23
S000012055,U0003910,4,2023-05-21 06:07:00,20230521,2023-05-21 06:17:39,20230521,10.66
S000012056,U0000378,1,2022-12-27 09:01:00,20221227,2022-12-27 09:24:53,20221227,23.9
S000012057,U0002742,1,2022-04-02 02:02:00,20220402,2022-04-02 02:29:16,20220402,27.28
S000012058,U0003705,3,2022-08-02 06:10:00,20220802,2022-08-02 06:28:02,20220802,18.04
S000012059,U0001741,1,2025-09-21 05:52:00,20250921,2025-09-21 06:02:25,20250921,10.43
S000012060,U0001812,1,2021-02-22 19:56:00,20210222,2021-02-22 20:20:25,20210222,24.42
S000012061,U0002367,1,2025-02-17 02:21:00,20250217,2025-02-17 02:26:35,20250217,5.59
S000012062,U0000816,1,2021-02-23 05:55:00,20210223,2021-02-23 06:01:38,20210223,6.64
S000012063,U0001890,1,2021-05-26 07:17:00,20210526,2021-05-26 07:29:31,20210526,12.52
S000012064,U0003748,1,2025-01-27 22:40:00,20250127,2025-01-27 23:10:29,20250127,30.5
S000012065,U0003317,1,2022-03-28 05:03:00,20220328,2022-03-28 05:49:02,20220328,46.05
S000012066,U0003823,1,2019-06-23 13:20:00,20190623,2019-06-23 13:28:26,20190623,8.44
S000012067,U0002917,1,2023-01-24 04:12:00,20230124,2023-01-24 04:19:08,20230124,7.14
S000012068,U0003303,3,2019-10-08 14:05:00,20191008,2019-10-08 14:41:05,20191008,36.1
S000012069,U0003617,1,2021-02-08 14:26:00,20210208,2021-02-08 14:44:39,20210208,18.65
S000012070,U0002207,1,2020-03-12 00:27:00,20200312,2020-03-12 00:36:51,20200312,9.85
S000012071,U0002514,1,2022-02-25 21:53:00,20220225,2022-02-25 22:29:38,20220225,36.65
S000012072,U0001091,1,2021-08-06 11:50:00,20210806,2021-08-06 11:59:49,20210806,9.83
S000012073,U0003761,3,2025-02-28 11:16:00,20250228,2025-02-28 11:33:55,20250228,17.92
S000012074,U0003158,3,2021-08-23 09:12:00,20210823,2021-08-23 09:40:03,20210823,28.06
S000012075,U0000076,3,2020-10-19 07:10:00,20201019,2020-10-19 07:26:35,20201019,16.59
S000012076,U0003644,1,2020-11-25 22:06:00,20201125,2020-11-25 22:30:40,20201125,24.67
S000012077,U0002593,2,2024-12-18 23:08:00,20241218,2024-12-18 23:51:51,20241218,43.85
S000012078,U0002784,1,2025-04-03 04:50:00,20250403,2025-04-03 04:57:16,20250403,7.27
S000012079,U0001970,3,2025-08-23 13:19:00,20250823,2025-08-23 13:36:11,20250823,17.19
S000012080,U0002236,1,2022-07-08 01:35:00,20220708,2022-07-08 02:14:14,20220708,39.25
S000012081,U0001366,4,2021-10-09 21:35:00,20211009,2021-10-09 21:43:56,20211009,8.95
S000012082,U0001784,3,2020-09-03 17:37:00,20200903,2020-09-03 19:31:39,20200903,114.66
S000012083,U0001953,3,2022-05-03 05:39:00,20220503,2022-05-03 06:04:46,20220503,25.78
S000012084,U0000180,1,2020-10-18 15:24:00,20201018,2020-10-18 15:49:47,20201018,25.79
S000012085,U0000768,1,2020-01-26 13:55:00,20200126,2020-01-26 14:10:55,20200126,15.93
S000012086,U0000227,4,2021-11-05 14:53:00,20211105,2021-11-05 15:20:07,20211105,27.13
S000012087,U0000740,1,2020-04-06 23:16:00,20200406,2020-04-07 00:20:35,20200407,64.59
S000012088,U0001010,2,2019-04-12 11:57:00,20190412,2019-04-12 12:57:51,20190412,60.86
S000012089,U0002589,1,2025-03-17 02:23:00,20250317,2025-03-17 02:43:42,20250317,20.7
S000012090,U0001384,1,2024-12-19 06:01:00,20241219,2024-12-19 06:10:55,20241219,9.92
S000012091,U0000887,1,2022-05-09 18:21:00,20220509,2022-05-09 18:25:12,20220509,4.21
S000012092,U0000680,1,2019-12-25 06:24:00,20191225,2019-12-25 06:39:19,20191225,15.32
S000012093,U0000866,1,2020-05-11 09:36:00,20200511,2020-05-11 09:54:18,20200511,18.31
S000012094,U0001136,3,2022-03-07 00:34:00,20220307,2022-03-07 01:07:27,20220307,33.46
S000012095,U0000526,2,2023-05-02 14:03:00,20230502,2023-05-02 14:54:39,20230502,51.65
S000012096,U0000923,1,2024-09-22 18:01:00,20240922,2024-09-22 18:26:15,20240922,25.26
S000012097,U0003911,1,2021-12-23 06:36:00,20211223,2021-12-23 08:38:29,20211223,122.49
S000012098,U0002155,2,2024-02-15 18:21:00,20240215,2024-02-15 18:59:13,20240215,38.22
S000012099,U0003684,1,2025-09-26 03:20:00,20250926,2025-09-26 04:47:20,20250926,87.35
S000012100,U0002812,1,2025-01-27 15:31:00,20250127,2025-01-27 15:54:50,20250127,23.85
S000012101,U0001413,1,2021-04-28 20:13:00,20210428,2021-04-28 20:22:32,20210428,9.54
S000012102,U0001858,3,2019-04-07 20:46:00,20190407,2019-04-07 22:06:24,20190407,80.41
S000012103,U0000414,4,2025-01-23 00:55:00,20250123,2025-01-23 01:10:20,20250123,15.34
S000012104,U0000607,3,2025-11-26 03:53:00,20251126,2025-11-26 04:04:02,20251126,11.04
S000012105,U0002180,1,2022-08-20 16:24:00,20220820,2022-08-20 16:34:39,20220820,10.65
S000012106,U0002321,1,2022-01-05 15:57:00,20220105,2022-01-05 16:44:51,20220105,47.85
S000012107,U0003993,1,2022-05-13 02:23:00,20220513,2022-05-13 02:43:24,20220513,20.4
S000012108,U0001738,3,2021-11-12 21:55:00,20211112,2021-11-12 22:03:56,20211112,8.94
S000012109,U0002268,1,2023-05-04 16:05:00,20230504,2023-05-04 16:28:15,20230504,23.26
S000012110,U0002388,3,2020-03-04 00:50:00,20200304,2020-03-04 01:20:12,20200304,30.2
S000012111,U0001733,2,2023-07-08 12:00:00,20230708,2023-07-08 12:22:08,20230708,22.13
S000012112,U0003941,1,2019-10-30 09:28:00,20191030,2019-10-30 09:41:00,20191030,13.02
S000012113,U0002577,3,2020-10-15 07:57:00,20201015,2020-10-15 08:09:10,20201015,12.18
S000012114,U0000880,2,2022-11-10 01:53:00,20221110,2022-11-10 02:00:14,20221110,7.25
S000012115,U0002100,1,2025-05-18 00:42:00,20250518,2025-05-18 00:55:47,20250518,13.8
S000012116,U0003528,3,2021-08-07 02:35:00,20210807,2021-08-07 02:49:31,20210807,14.53
S000012117,U0000873,3,2024-01-04 20:16:00,20240104,2024-01-04 20:35:04,20240104,19.08
S000012118,U0000676,1,2020-03-03 05:45:00,20200303,2020-03-03 06:06:12,20200303,21.2
