purchase_id,user_id,purchase_date_id,purchase_amount,currency,payment_method,purchase_status,bonus_granted_amount,is_first_deposit_flag
P00010848,U0001450,20240207,18.93,EUR,Card,Pending,0.0,0
P00004317,U0001450,20240801,99.59,GBP,E-Wallet,Completed,0.0,0
P00009227,U0001450,20241225,91.59,EUR,Card,Completed,18.62,0
P00003859,U0001450,20250114,31.8,EUR,Crypto,Completed,0.0,0
P00004683,U0001451,20190220,21.68,EUR,Bank Transfer,Completed,0.0,1
P00014408,U0001451,20200713,9.02,USD,Card,Completed,0.0,0
P00004080,U0001451,20230617,30.1,USD,Card,Pending,0.0,0
P00008604,U0001451,20241017,19.2,GBP,Bank Transfer,Failed,0.0,0
P00017738,U0001451,20250610,208.39,GBP,Card,Completed,36.84,0
P00008578,U0001452,20211220,18.19,USD,Card,Completed,5.63,1
P00008675,U0001452,20221010,106.93,GBP,E-Wallet,Completed,24.92,0
P00016710,U0001452,20230522,185.95,GBP,E-Wallet,Completed,0.0,0
P00013862,U0001452,20231211,19.32,EUR,Crypto,Completed,5.24,0
P00003256,U0001453,20210722,101.88,GBP,Bank Transfer,Completed,0.0,1
P00011305,U0001453,20240329,27.13,GBP,Bank Transfer,Completed,0.0,0
P00002358,U0001454,20230911,21.43,EUR,Card,Completed,0.0,1
P00014207,U0001455,20190310,96.12,GBP,Crypto,Failed,29.25,1
P00009321,U0001455,20190620,47.1,USD,Bank Transfer,Failed,19.67,0
P00004472,U0001456,20190122,90.33,USD,Bank Transfer,Completed,10.34,1
P00012245,U0001456,20231114,18.0,USD,Crypto,Completed,0.0,0
P00008766,U0001456,20240524,52.58,GBP,E-Wallet,Completed,0.0,0
P00011271,U0001457,20190918,188.31,GBP,Crypto,Completed,44.07,1
P00007349,U0001457,20200330,47.79,USD,Bank Transfer,Completed,0.0,0
P00006352,U0001457,20240810,18.41,GBP,E-Wallet,Completed,0.0,0
P00004183,U0001458,20210910,197.25,USD,Crypto,Pending,88.77,1
P00004706,U0001458,20211023,49.67,EUR,Crypto,Completed,8.11,0
P00017408,U0001458,20211110,30.29,USD,Card,Completed,0.0,0
P00001937,U0001459,20200324,185.08,EUR,E-Wallet,Failed,0.0,1
P00008019,U0001459,20210531,9.99,USD,Card,Completed,0.0,0
P00015100,U0001459,20220122,20.9,USD,E-Wallet,Completed,4.57,0
P00015736,U0001459,20220613,19.74,USD,Card,Pending,8.57,0
P00015624,U0001459,20221130,18.71,EUR,E-Wallet,Completed,0.0,0
P00001341,U0001459,20230727,9.67,USD,E-Wallet,Completed,3.86,0
P00013920,U0001459,20250815,90.15,GBP,Card,Completed,0.0,0
P00009705,U0001460,20191218,20.89,USD,Card,Completed,0.0,1
P00007818,U0001460,20200713,29.98,GBP,Crypto,Completed,0.0,0
P00006085,U0001460,20210119,50.03,GBP,Crypto,Completed,18.75,0
P00010421,U0001460,20211211,10.12,GBP,Bank Transfer,Completed,0.0,0
P00015391,U0001460,20220626,189.18,USD,Card,Completed,0.0,0
P00003454,U0001460,20230508,10.71,USD,E-Wallet,Completed,0.0,0
P00001294,U0001461,20200806,21.71,USD,E-Wallet,Completed,0.0,1
P00016415,U0001461,20231022,18.9,EUR,Bank Transfer,Completed,0.0,0
P00004338,U0001461,20240216,53.04,EUR,Bank Transfer,Completed,21.19,0
P00001038,U0001461,20240325,45.17,EUR,Card,Completed,14.78,0
P00011638,U0001461,20250801,9.84,GBP,Crypto,Completed,0.0,0
P00008293,U0001462,20200224,9.23,GBP,E-Wallet,Completed,0.0,1
P00015608,U0001462,20201105,203.21,EUR,E-Wallet,Failed,0.0,0
P00005220,U0001462,20210201,29.33,USD,Bank Transfer,Completed,0.0,0
P00014838,U0001462,20210531,96.22,EUR,Crypto,Completed,0.0,0
P00005535,U0001462,20210825,53.81,GBP,Card,Completed,5.74,0
P00009884,U0001462,20231015,109.11,GBP,Bank Transfer,Completed,0.0,0
P00004630,U0001462,20240621,50.71,EUR,Card,Completed,0.0,0
P00015591,U0001462,20240810,28.4,USD,E-Wallet,Completed,0.0,0
P00007432,U0001462,20241123,28.48,EUR,Bank Transfer,Completed,13.11,0
P00007009,U0001463,20190310,28.2,GBP,E-Wallet,Completed,0.0,1
P00009238,U0001463,20190417,20.65,USD,Bank Transfer,Completed,0.0,0
P00007450,U0001463,20190526,30.94,EUR,Card,Failed,0.0,0
P00008852,U0001463,20200303,45.69,EUR,E-Wallet,Completed,0.0,0
P00012813,U0001463,20200613,202.81,GBP,Bank Transfer,Completed,92.38,0
P00009037,U0001463,20210205,10.41,EUR,Bank Transfer,Completed,0.0,0
P00015235,U0001463,20220414,20.91,GBP,Card,Completed,0.0,0
P00017490,U0001463,20220828,10.64,USD,E-Wallet,Completed,0.0,0
P00008725,U0001463,20230528,27.43,GBP,Crypto,Completed,0.0,0
P00006962,U0001463,20230914,18.98,USD,Bank Transfer,Completed,0.0,0
P00003060,U0001463,20251003,54.01,EUR,E-Wallet,Completed,25.7,0
P00014896,U0001464,20190103,19.87,GBP,Bank Transfer,Completed,7.74,1
P00004698,U0001464,20190412,96.01,EUR,E-Wallet,Completed,0.0,0
P00015916,U0001464,20221213,9.44,EUR,Bank Transfer,Completed,0.0,0
P00011833,U0001464,20250624,54.2,GBP,E-Wallet,Completed,0.0,0
P00002112,U0001464,20250705,99.06,GBP,Card,Completed,0.0,0
P00015524,U0001464,20250915,10.8,USD,E-Wallet,Completed,0.0,0
P00003932,U0001465,20190610,53.02,GBP,E-Wallet,Completed,0.0,1
P00016855,U0001465,20190912,10.5,GBP,Crypto,Completed,3.85,0
P00011293,U0001465,20191123,97.4,USD,Card,Completed,0.0,0
P00008616,U0001465,20201126,20.33,USD,Crypto,Completed,0.0,0
P00008350,U0001465,20210501,9.94,EUR,Bank Transfer,Completed,4.54,0
P00005083,U0001465,20211222,10.21,GBP,E-Wallet,Completed,0.0,0
P00012155,U0001465,20220810,108.87,EUR,E-Wallet,Failed,0.0,0
P00001335,U0001465,20230206,9.97,USD,Bank Transfer,Completed,3.12,0
P00016898,U0001465,20240303,109.22,EUR,Card,Completed,25.13,0
P00013223,U0001466,20190106,93.41,GBP,Bank Transfer,Completed,0.0,1
P00010882,U0001466,20200427,54.01,USD,Crypto,Completed,14.24,0
P00003164,U0001466,20200909,9.11,USD,Bank Transfer,Completed,2.55,0
P00013552,U0001466,20230214,9.2,USD,Crypto,Failed,0.0,0
P00009539,U0001466,20240706,31.67,USD,Card,Completed,15.5,0
P00004285,U0001467,20210826,9.53,USD,Card,Completed,0.0,1
P00008253,U0001467,20230318,50.95,EUR,Card,Completed,8.98,0
P00005998,U0001467,20240302,53.52,GBP,Bank Transfer,Completed,0.0,0
P00002008,U0001467,20250219,10.77,USD,Bank Transfer,Completed,1.26,0
P00014277,U0001468,20220203,46.08,EUR,Crypto,Pending,17.38,1
P00010334,U0001468,20230415,10.39,GBP,E-Wallet,Completed,0.0,0
P00011365,U0001469,20230402,32.44,USD,Crypto,Completed,0.0,1
P00007430,U0001469,20231028,52.05,GBP,E-Wallet,Completed,19.53,0
P00005043,U0001470,20200401,9.48,EUR,Crypto,Completed,0.0,1
P00017882,U0001470,20210301,53.4,GBP,Crypto,Completed,0.0,0
P00010225,U0001470,20210324,194.46,USD,Bank Transfer,Completed,94.63,0
P00009909,U0001470,20210505,97.62,GBP,Bank Transfer,Completed,0.0,0
P00009162,U0001470,20211203,21.34,USD,Bank Transfer,Completed,4.27,0
P00016096,U0001470,20220911,97.4,EUR,Crypto,Pending,34.24,0
P00012376,U0001470,20230407,9.25,GBP,Crypto,Completed,0.0,0
P00009114,U0001470,20230716,94.62,GBP,Crypto,Completed,0.0,0
P00001056,U0001470,20231014,21.04,GBP,Card,Completed,9.41,0
P00006953,U0001470,20240418,19.72,EUR,Crypto,Completed,5.08,0
P00013573,U0001470,20250310,30.43,USD,Bank Transfer,Completed,0.0,0
P00000634,U0001471,20210701,19.07,EUR,E-Wallet,Completed,7.68,1
P00001469,U0001472,20190409,184.84,USD,Crypto,Completed,0.0,1
P00008242,U0001472,20201027,10.44,USD,Crypto,Completed,0.0,0
P00007518,U0001472,20210830,19.25,GBP,Crypto,Completed,0.0,0
P00016034,U0001472,20220913,19.53,USD,Card,Completed,0.0,0
P00007732,U0001472,20230827,94.81,EUR,Card,Completed,0.0,0
P00014721,U0001472,20240111,10.63,GBP,Bank Transfer,Completed,0.0,0
P00010993,U0001472,20250907,18.52,GBP,Card,Completed,7.46,0
P00002704,U0001473,20190207,21.49,EUR,Card,Completed,4.74,1
P00015023,U0001473,20220122,9.2,USD,E-Wallet,Completed,3.54,0
P00016612,U0001473,20220302,30.46,USD,Bank Transfer,Completed,0.0,0
P00006026,U0001473,20231006,47.56,GBP,Crypto,Completed,0.0,0
P00002926,U0001474,20200309,48.0,EUR,E-Wallet,Completed,0.0,1
P00004189,U0001474,20220212,181.04,GBP,E-Wallet,Completed,0.0,0
P00001137,U0001474,20230605,51.57,EUR,Bank Transfer,Completed,11.54,0
P00007229,U0001474,20231107,30.05,EUR,E-Wallet,Completed,3.26,0
P00015134,U0001474,20250227,10.04,USD,Crypto,Completed,0.0,0
P00005903,U0001474,20250914,52.75,USD,Card,Completed,0.0,0
P00008491,U0001474,20251009,9.5,EUR,Crypto,Completed,0.0,0
P00007046,U0001475,20190429,99.53,GBP,E-Wallet,Completed,0.0,1
P00006656,U0001475,20210814,47.07,USD,Crypto,Completed,0.0,0
P00004645,U0001475,20221023,18.06,USD,Bank Transfer,Completed,8.58,0
P00007655,U0001476,20210524,52.94,USD,Card,Completed,12.88,1
P00005115,U0001476,20220827,10.19,EUR,E-Wallet,Completed,2.45,0
P00003012,U0001476,20240305,18.7,USD,Card,Failed,0.0,0
P00011581,U0001476,20251026,19.97,GBP,E-Wallet,Completed,0.0,0
P00005834,U0001477,20230929,27.72,EUR,E-Wallet,Completed,0.0,1
P00011392,U0001478,20190116,10.2,EUR,Crypto,Completed,1.74,1
P00016331,U0001478,20190708,32.09,EUR,Card,Completed,0.0,0
P00016462,U0001478,20200930,54.4,USD,E-Wallet,Completed,0.0,0
P00015234,U0001478,20201022,30.04,USD,Bank Transfer,Completed,0.0,0
P00008053,U0001478,20220423,27.48,GBP,Bank Transfer,Completed,0.0,0
P00017626,U0001478,20240404,96.5,GBP,Bank Transfer,Completed,0.0,0
P00000081,U0001479,20190116,181.18,EUR,Card,Completed,77.56,1
P00012953,U0001479,20190904,27.72,USD,Card,Completed,0.0,0
P00005183,U0001479,20220327,45.52,EUR,Bank Transfer,Completed,0.0,0
P00004431,U0001479,20230513,207.82,GBP,Bank Transfer,Completed,0.0,0
P00012731,U0001479,20230611,10.97,EUR,E-Wallet,Completed,0.0,0
P00016660,U0001479,20250823,27.31,USD,Bank Transfer,Completed,7.93,0
P00008422,U0001479,20251024,18.28,USD,Card,Completed,0.0,0
P00005047,U0001480,20221015,109.95,USD,Card,Completed,0.0,1
P00015683,U0001480,20230224,49.15,GBP,Bank Transfer,Completed,18.39,0
P00015721,U0001480,20230818,50.56,USD,Crypto,Pending,0.0,0
P00000254,U0001480,20240222,18.71,EUR,Crypto,Completed,0.0,0
P00005318,U0001480,20251213,32.72,USD,Card,Completed,13.55,0
P00009733,U0001481,20210922,21.84,USD,Bank Transfer,Completed,5.31,1
P00016523,U0001481,20240702,52.41,USD,Crypto,Completed,22.6,0
P00007606,U0001482,20190519,9.7,EUR,Bank Transfer,Completed,0.0,1
P00011113,U0001482,20220319,29.24,GBP,E-Wallet,Completed,0.0,0
P00017116,U0001482,20220617,101.33,USD,E-Wallet,Completed,0.0,0
P00001702,U0001482,20230113,9.26,USD,Bank Transfer,Completed,1.35,0
P00014337,U0001482,20240719,20.99,USD,Bank Transfer,Pending,9.92,0
P00005848,U0001482,20241230,18.96,USD,Bank Transfer,Completed,0.0,0
P00005195,U0001483,20200623,53.93,USD,Crypto,Completed,0.0,1
P00000014,U0001483,20220807,49.91,EUR,Bank Transfer,Completed,9.84,0
P00012244,U0001483,20230501,186.15,USD,Bank Transfer,Completed,0.0,0
P00007723,U0001483,20230628,10.14,EUR,Crypto,Pending,0.0,0
P00011575,U0001484,20201205,20.06,GBP,Crypto,Completed,0.0,1
P00000196,U0001485,20211219,27.97,EUR,Card,Completed,0.0,1
P00001022,U0001485,20230119,31.97,USD,Card,Failed,0.0,0
P00010258,U0001485,20230803,10.76,GBP,Bank Transfer,Completed,5.24,0
P00013043,U0001485,20241117,10.25,USD,E-Wallet,Completed,4.44,0
P00000180,U0001486,20200103,109.62,USD,Bank Transfer,Completed,0.0,1
P00008082,U0001486,20210128,20.41,USD,Bank Transfer,Completed,0.0,0
P00012167,U0001486,20211124,9.33,EUR,Crypto,Completed,3.22,0
P00016591,U0001486,20221028,30.1,EUR,E-Wallet,Completed,7.81,0
P00014437,U0001486,20221112,32.31,EUR,E-Wallet,Completed,0.0,0
P00007525,U0001486,20240322,92.82,EUR,E-Wallet,Completed,0.0,0
P00014653,U0001487,20200608,48.42,GBP,Card,Completed,10.16,1
P00003652,U0001487,20200809,49.61,USD,Crypto,Completed,0.0,0
P00013617,U0001487,20201211,91.11,USD,Bank Transfer,Completed,19.4,0
P00002192,U0001487,20220620,18.04,GBP,Crypto,Completed,6.02,0
P00003351,U0001487,20250211,100.63,USD,Card,Completed,0.0,0
P00009268,U0001488,20191221,18.18,GBP,Bank Transfer,Completed,0.0,1
P00015790,U0001488,20210414,30.07,USD,Crypto,Completed,0.0,0
P00011204,U0001488,20241009,30.75,GBP,Crypto,Completed,0.0,0
P00013494,U0001489,20230829,9.89,USD,Bank Transfer,Completed,0.0,1
P00012243,U0001490,20190320,48.52,EUR,Bank Transfer,Completed,11.39,1
P00010460,U0001490,20200815,9.81,EUR,Bank Transfer,Completed,0.0,0
P00008757,U0001490,20210413,10.83,EUR,Bank Transfer,Completed,4.35,0
P00001172,U0001490,20210505,45.7,USD,E-Wallet,Completed,0.0,0
P00005069,U0001490,20220508,10.93,USD,E-Wallet,Completed,0.0,0
P00004460,U0001491,20190504,20.63,EUR,Bank Transfer,Completed,0.0,1
P00013174,U0001491,20210213,9.69,USD,Bank Transfer,Completed,1.26,0
P00008983,U0001491,20220805,48.84,USD,Bank Transfer,Completed,0.0,0
P00009000,U0001491,20241025,18.71,USD,Card,Completed,0.0,0
P00007152,U0001491,20250914,46.37,USD,Card,Completed,0.0,0
P00008307,U0001491,20250924,18.69,EUR,Crypto,Completed,6.64,0
P00005945,U0001492,20200812,52.56,GBP,Bank Transfer,Completed,6.63,1
P00010309,U0001492,20211129,102.24,EUR,Bank Transfer,Completed,0.0,0
P00017780,U0001493,20200319,95.43,GBP,Crypto,Completed,0.0,1
P00004383,U0001493,20200529,93.79,USD,Crypto,Completed,9.89,0
P00000812,U0001493,20201127,53.75,USD,E-Wallet,Completed,0.0,0
P00003746,U0001493,20210919,20.16,EUR,E-Wallet,Completed,8.29,0
P00007352,U0001493,20220825,29.49,GBP,E-Wallet,Completed,6.82,0
P00001642,U0001493,20240418,29.98,USD,Bank Transfer,Pending,13.19,0
P00017687,U0001493,20250430,9.26,EUR,Bank Transfer,Completed,0.0,0
P00010280,U0001493,20251028,18.57,EUR,Bank Transfer,Completed,7.17,0
P00006530,U0001494,20220209,214.94,USD,Crypto,Completed,106.53,1
P00001271,U0001494,20250319,50.5,USD,Crypto,Completed,0.0,0
P00005067,U0001495,20190420,216.78,GBP,E-Wallet,Completed,0.0,1
P00016729,U0001495,20191229,45.45,EUR,Crypto,Completed,0.0,0
P00003158,U0001495,20210816,48.51,EUR,Crypto,Completed,0.0,0
P00015499,U0001495,20220410,29.55,EUR,Bank Transfer,Failed,0.0,0
P00007333,U0001495,20230522,52.63,USD,E-Wallet,Completed,0.0,0
P00014551,U0001495,20240330,53.47,EUR,Crypto,Completed,0.0,0
P00003946,U0001496,20190527,18.43,USD,E-Wallet,Completed,0.0,1
P00000269,U0001496,20210323,10.93,GBP,Card,Pending,2.62,0
P00014698,U0001496,20221116,213.32,GBP,E-Wallet,Completed,0.0,0
P00000144,U0001496,20240406,9.93,GBP,Crypto,Completed,3.19,0
P00014771,U0001496,20241008,10.69,GBP,Crypto,Completed,0.0,0
P00016378,U0001496,20250128,10.0,GBP,Card,Completed,1.95,0
P00000240,U0001497,20190625,20.99,GBP,Bank Transfer,Completed,4.59,1
P00002903,U0001497,20200321,10.02,USD,Card,Completed,0.0,0
P00007125,U0001497,20240709,21.97,EUR,Crypto,Completed,0.0,0
P00000402,U0001497,20240730,105.95,USD,Bank Transfer,Completed,0.0,0
P00016337,U0001497,20250714,10.88,EUR,E-Wallet,Completed,0.0,0
P00015400,U0001498,20201207,54.32,USD,Card,Completed,0.0,1
P00005004,U0001498,20221029,218.28,USD,E-Wallet,Completed,49.7,0
P00008000,U0001498,20231029,29.03,EUR,Card,Completed,10.42,0
P00005802,U0001498,20250420,18.06,EUR,Crypto,Completed,0.0,0
P00017735,U0001499,20190128,9.03,USD,Bank Transfer,Completed,0.0,1
P00008184,U0001499,20220311,46.26,USD,E-Wallet,Completed,8.14,0
P00016491,U0001499,20251221,52.04,USD,Crypto,Completed,21.08,0
P00017638,U0001500,20201004,9.29,USD,Bank Transfer,Completed,2.22,1
P00008204,U0001500,20230920,18.66,EUR,Card,Failed,5.42,0
P00015742,U0001500,20231126,20.0,GBP,Crypto,Completed,2.61,0
P00014313,U0001500,20241025,47.89,USD,Crypto,Completed,0.0,0
P00012406,U0001501,20190418,21.55,EUR,Card,Completed,0.0,1
P00002000,U0001501,20201109,9.15,USD,Crypto,Completed,0.0,0
P00001673,U0001501,20210816,32.81,GBP,Card,Completed,0.0,0
P00000522,U0001501,20220212,20.7,USD,Bank Transfer,Completed,0.0,0
P00009172,U0001501,20250502,9.64,USD,Card,Completed,0.0,0
P00000099,U0001501,20250910,32.17,GBP,Crypto,Completed,0.0,0
P00015059,U0001502,20250120,10.83,EUR,E-Wallet,Pending,0.0,1
P00016545,U0001502,20250817,47.64,USD,Card,Completed,0.0,0
P00010541,U0001503,20191104,107.54,USD,E-Wallet,Completed,0.0,1
P00010612,U0001503,20200111,49.82,USD,Card,Completed,16.52,0
P00010681,U0001503,20201022,190.16,EUR,Crypto,Completed,27.03,0
P00014614,U0001503,20210319,29.82,GBP,E-Wallet,Failed,0.0,0
P00004685,U0001503,20211123,10.23,USD,Crypto,Completed,0.0,0
P00016779,U0001503,20220429,10.42,GBP,Card,Completed,0.0,0
P00009641,U0001504,20190127,18.26,GBP,Bank Transfer,Failed,1.95,1
P00012080,U0001504,20210929,47.75,GBP,E-Wallet,Completed,0.0,0
P00013960,U0001504,20220707,9.56,EUR,E-Wallet,Completed,0.0,0
P00012482,U0001504,20230308,21.37,EUR,E-Wallet,Completed,0.0,0
P00014944,U0001504,20240101,21.22,GBP,Card,Completed,0.0,0
P00008286,U0001504,20240625,20.15,EUR,Crypto,Completed,0.0,0
P00006084,U0001504,20241220,187.27,EUR,Card,Completed,0.0,0
P00006499,U0001504,20250226,9.12,GBP,Card,Completed,0.0,0
P00017596,U0001504,20250621,27.74,GBP,Crypto,Pending,2.83,0
P00000455,U0001505,20210117,49.16,GBP,Card,Completed,0.0,1
P00007202,U0001505,20211110,27.16,GBP,Card,Completed,0.0,0
P00017262,U0001505,20240425,18.96,GBP,Crypto,Completed,5.66,0
P00015476,U0001505,20250322,30.89,EUR,Card,Pending,0.0,0
P00007181,U0001505,20250513,10.51,USD,E-Wallet,Completed,4.92,0
P00009379,U0001506,20190115,10.88,USD,Crypto,Completed,0.0,1
P00014091,U0001506,20200706,19.97,USD,E-Wallet,Completed,0.0,0
P00009211,U0001506,20201108,30.08,EUR,Card,Completed,10.94,0
P00006483,U0001506,20220417,50.74,USD,Card,Completed,0.0,0
P00014661,U0001506,20230515,54.93,GBP,Crypto,Completed,23.93,0
P00011140,U0001506,20240703,9.31,GBP,E-Wallet,Completed,0.0,0
P00003689,U0001507,20200804,9.76,USD,Crypto,Completed,3.18,1
P00005842,U0001507,20211217,10.68,USD,Bank Transfer,Completed,0.0,0
P00008707,U0001507,20220502,10.45,GBP,Bank Transfer,Completed,0.0,0
P00013688,U0001507,20230426,21.82,GBP,E-Wallet,Pending,0.0,0
P00010672,U0001507,20240113,47.89,EUR,Crypto,Completed,11.99,0
P00011117,U0001508,20201209,18.86,EUR,Bank Transfer,Completed,4.47,1
P00015555,U0001508,20211203,46.42,GBP,Crypto,Completed,0.0,0
P00017927,U0001508,20211212,20.22,USD,Bank Transfer,Completed,0.0,0
P00009100,U0001508,20230326,21.62,USD,Bank Transfer,Completed,6.76,0
P00011411,U0001508,20230409,10.32,USD,Bank Transfer,Completed,0.0,0
P00012835,U0001509,20200122,47.38,EUR,Crypto,Completed,0.0,1
P00003385,U0001509,20210224,10.47,EUR,Crypto,Completed,0.0,0
P00016965,U0001509,20230405,20.74,USD,Crypto,Completed,7.22,0
P00001962,U0001509,20250406,20.73,USD,Bank Transfer,Pending,0.0,0
P00014358,U0001510,20231031,187.54,EUR,E-Wallet,Completed,0.0,1
P00016256,U0001511,20190708,10.14,GBP,E-Wallet,Completed,0.0,1
P00017350,U0001511,20191116,28.64,EUR,Bank Transfer,Completed,0.0,0
P00008945,U0001511,20191216,10.56,GBP,E-Wallet,Completed,2.81,0
P00008466,U0001511,20200707,9.9,USD,Crypto,Completed,0.0,0
P00013673,U0001511,20230926,53.85,EUR,Crypto,Completed,0.0,0
P00010102,U0001511,20250718,98.03,GBP,E-Wallet,Completed,0.0,0
P00004836,U0001511,20251017,20.58,EUR,Card,Completed,0.0,0
P00003573,U0001512,20200328,49.74,GBP,E-Wallet,Completed,0.0,1
P00009224,U0001512,20210730,19.07,USD,Card,Completed,0.0,0
P00009151,U0001512,20210908,9.34,USD,E-Wallet,Completed,0.0,0
P00015004,U0001512,20230108,182.14,GBP,Crypto,Completed,0.0,0
P00016671,U0001512,20250920,21.25,USD,Card,Completed,0.0,0
P00017548,U0001513,20220308,104.89,EUR,Card,Failed,0.0,1
P00015690,U0001514,20190520,29.39,EUR,E-Wallet,Pending,0.0,1
P00016662,U0001514,20220310,32.09,EUR,Card,Completed,14.14,0
P00012172,U0001514,20240915,9.89,EUR,Bank Transfer,Completed,0.0,0
P00008865,U0001515,20190421,51.15,USD,Bank Transfer,Completed,15.25,1
P00008581,U0001515,20220227,96.9,EUR,Card,Completed,0.0,0
P00004439,U0001516,20190805,31.3,GBP,Bank Transfer,Completed,8.04,1
P00016252,U0001516,20200214,94.58,EUR,Crypto,Completed,28.52,0
P00011106,U0001516,20210606,30.25,GBP,E-Wallet,Pending,0.0,0
P00000025,U0001516,20210929,47.86,GBP,Bank Transfer,Completed,13.6,0
P00016820,U0001516,20220725,27.4,USD,Crypto,Pending,0.0,0
P00013749,U0001516,20240129,18.21,EUR,Crypto,Completed,7.99,0
P00016270,U0001516,20241221,30.12,USD,E-Wallet,Completed,0.0,0
P00008994,U0001516,20250410,28.98,USD,E-Wallet,Completed,0.0,0
P00006077,U0001517,20210528,30.26,USD,Bank Transfer,Completed,14.55,1
P00000741,U0001517,20220925,105.43,GBP,E-Wallet,Completed,50.17,0
P00007262,U0001518,20190116,9.75,EUR,E-Wallet,Completed,0.0,1
P00008593,U0001518,20220831,53.37,USD,Crypto,Completed,0.0,0
P00004517,U0001518,20230626,47.98,USD,Bank Transfer,Completed,23.38,0
P00004002,U0001518,20250622,19.28,USD,Crypto,Completed,0.0,0
P00013303,U0001519,20200301,10.1,EUR,E-Wallet,Completed,1.16,1
P00002820,U0001519,20210104,32.69,GBP,Card,Completed,0.0,0
P00016811,U0001519,20230312,45.08,USD,E-Wallet,Completed,18.26,0
P00005971,U0001519,20251110,54.46,GBP,Crypto,Completed,0.0,0
P00013285,U0001520,20211008,29.91,GBP,Crypto,Completed,0.0,1
P00005175,U0001520,20221015,21.57,USD,Card,Completed,5.72,0
P00008352,U0001520,20240422,28.67,EUR,Crypto,Completed,6.03,0
P00000859,U0001520,20250630,45.51,USD,Crypto,Completed,0.0,0
P00001951,U0001521,20190711,51.86,USD,E-Wallet,Completed,0.0,1
P00016539,U0001521,20190901,21.38,GBP,E-Wallet,Completed,0.0,0
P00007123,U0001521,20191130,45.98,USD,E-Wallet,Completed,20.32,0
P00010432,U0001521,20240702,30.49,EUR,Card,Completed,3.46,0
P00000274,U0001521,20250505,100.51,USD,Crypto,Completed,0.0,0
P00011764,U0001522,20220520,9.26,USD,Card,Failed,1.8,1
P00011000,U0001522,20231015,53.28,GBP,Crypto,Failed,19.87,0
P00001997,U0001522,20231202,93.62,EUR,Bank Transfer,Completed,43.56,0
P00008795,U0001522,20240309,19.57,GBP,Card,Completed,0.0,0
P00011781,U0001522,20250211,30.89,EUR,Crypto,Completed,7.49,0
P00008842,U0001523,20200608,106.19,GBP,Crypto,Completed,0.0,1
P00000147,U0001523,20200815,48.7,GBP,Card,Failed,0.0,0
P00005540,U0001523,20201009,18.24,GBP,E-Wallet,Completed,4.68,0
P00009355,U0001523,20210625,32.66,EUR,Bank Transfer,Completed,0.0,0
P00006343,U0001523,20220314,53.42,GBP,E-Wallet,Completed,0.0,0
P00004787,U0001523,20250102,20.63,EUR,Card,Completed,2.95,0
P00004751,U0001524,20200208,10.99,USD,Card,Completed,0.0,1
P00001791,U0001524,20210206,10.42,GBP,Card,Completed,0.0,0
P00003215,U0001524,20220314,20.65,GBP,Bank Transfer,Completed,0.0,0
P00014685,U0001524,20220814,10.94,GBP,Bank Transfer,Completed,0.0,0
P00001744,U0001524,20240518,50.97,EUR,Card,Completed,0.0,0
P00005291,U0001525,20200811,49.34,GBP,Card,Completed,10.44,1
P00001918,U0001525,20230402,20.26,EUR,Crypto,Completed,0.0,0
P00011545,U0001525,20230617,28.46,EUR,Bank Transfer,Completed,0.0,0
P00012575,U0001525,20240806,48.01,USD,E-Wallet,Completed,0.0,0
P00017726,U0001526,20210601,100.9,EUR,Card,Completed,0.0,1
P00002682,U0001526,20220825,32.89,USD,Card,Completed,10.47,0
P00015663,U0001526,20221123,18.93,GBP,Card,Completed,0.0,0
P00005167,U0001526,20230902,19.87,EUR,Bank Transfer,Pending,9.39,0
P00015724,U0001526,20241127,46.65,EUR,Card,Completed,13.37,0
P00016754,U0001526,20250618,52.96,EUR,Card,Completed,0.0,0
P00012825,U0001527,20191114,101.36,GBP,E-Wallet,Completed,0.0,1
P00008809,U0001527,20191226,45.63,EUR,Card,Failed,17.95,0
P00017276,U0001527,20210108,9.41,USD,E-Wallet,Completed,0.0,0
P00006982,U0001527,20211106,9.1,USD,Bank Transfer,Completed,0.0,0
P00006109,U0001527,20230204,19.7,EUR,Card,Completed,0.0,0
P00011602,U0001527,20241115,9.15,USD,Card,Pending,0.0,0
P00001299,U0001527,20251011,32.85,EUR,Crypto,Completed,0.0,0
P00012001,U0001528,20190820,19.66,USD,Card,Completed,0.0,1
P00013160,U0001528,20220625,32.21,GBP,E-Wallet,Completed,0.0,0
P00000423,U0001528,20240715,51.26,USD,Crypto,Completed,0.0,0
P00004626,U0001529,20190726,51.86,GBP,Bank Transfer,Completed,0.0,1
P00000058,U0001529,20200625,10.24,GBP,Card,Pending,0.0,0
P00003840,U0001529,20221117,9.17,USD,Bank Transfer,Completed,2.05,0
P00017448,U0001529,20240210,19.23,USD,Card,Completed,7.25,0
P00004158,U0001530,20210201,46.69,GBP,Bank Transfer,Completed,0.0,1
P00000237,U0001530,20210807,208.4,EUR,Crypto,Completed,100.8,0
P00000532,U0001530,20210926,21.03,USD,Crypto,Completed,3.22,0
P00014504,U0001530,20221204,18.51,GBP,E-Wallet,Completed,0.0,0
P00013193,U0001530,20230906,102.82,GBP,E-Wallet,Completed,0.0,0
P00006464,U0001531,20200519,97.27,USD,E-Wallet,Pending,10.33,1
P00004301,U0001531,20210208,9.78,USD,Card,Completed,0.0,0
