spin_id,session_id,user_id,channel_id,game_id,spin_ts,spin_date_id,stake_amount,payout_amount,profit_amount
SP000042129,S000010665,U0000906,1,G000094,2024-03-24 23:30:27,20240324,214.91,297.82,-82.91
SP000042130,S000010666,U0000517,3,G000106,2025-12-27 04:03:44,20251227,1378.03,24.3,1353.73
SP000042131,S000010666,U0000517,3,G000113,2025-12-27 04:04:18,20251227,803.83,82.14,721.69
SP000042132,S000010668,U0002139,1,G000051,2025-11-22 02:43:11,20251122,139.1,288.67,-149.57
SP000042133,S000010668,U0002139,1,G000051,2025-11-22 02:16:14,20251122,230.18,329.76,-99.58
SP000042134,S000010668,U0002139,1,G000067,2025-11-22 02:40:04,20251122,77.32,32.83,44.49
SP000042135,S000010668,U0002139,1,G000051,2025-11-22 02:23:04,20251122,119.84,82.81,37.03
SP000042136,S000010668,U0002139,1,G000051,2025-11-22 02:44:58,20251122,99.24,56.27,42.97
SP000042137,S000010668,U0002139,1,G000051,2025-11-22 02:28:27,20251122,115.56,133.8,-18.24
SP000042138,S000010668,U0002139,1,G000051,2025-11-22 02:32:44,20251122,129.78,80.68,49.1
SP000042139,S000010668,U0002139,1,G000051,2025-11-22 02:37:24,20251122,90.75,47.99,42.76
SP000042140,S000010668,U0002139,1,G000051,2025-11-22 02:28:12,20251122,86.88,104.02,-17.14
SP000042141,S000010668,U0002139,1,G000051,2025-11-22 02:16:50,20251122,150.08,110.05,40.03
SP000042142,S000010668,U0002139,1,G000051,2025-11-22 02:27:52,20251122,99.59,131.74,-32.15
SP000042143,S000010668,U0002139,1,G000051,2025-11-22 02:20:40,20251122,69.28,178.09,-108.81
SP000042144,S000010668,U0002139,1,G000051,2025-11-22 02:26:33,20251122,67.55,33.13,34.42
SP000042145,S000010668,U0002139,1,G000028,2025-11-22 02:39:59,20251122,113.18,6.8,106.38
SP000042146,S000010668,U0002139,1,G000012,2025-11-22 02:11:28,20251122,89.24,14.56,74.68
SP000042147,S000010668,U0002139,1,G000051,2025-11-22 02:26:23,20251122,86.11,84.21,1.9
SP000042148,S000010668,U0002139,1,G000051,2025-11-22 02:13:38,20251122,116.19,108.95,7.24
SP000042149,S000010668,U0002139,1,G000051,2025-11-22 02:40:12,20251122,71.99,39.82,32.17
SP000042150,S000010668,U0002139,1,G000051,2025-11-22 02:14:08,20251122,152.37,75.94,76.43
SP000042151,S000010669,U0001857,2,G000091,2024-06-27 02:58:59,20240627,39.83,54.0,-14.17
SP000042152,S000010669,U0001857,2,G000089,2024-06-27 03:04:42,20240627,60.56,26.96,33.6
SP000042153,S000010670,U0002858,1,G000016,2019-05-30 20:28:58,20190530,1900.23,4469.52,-2569.29
SP000042154,S000010672,U0003819,1,G000041,2021-01-14 07:03:03,20210114,64.88,37.66,27.22
SP000042155,S000010672,U0003819,1,G000041,2021-01-14 07:07:47,20210114,27.96,18.35,9.61
SP000042156,S000010672,U0003819,1,G000041,2021-01-14 07:09:20,20210114,52.19,1.38,50.81
SP000042157,S000010672,U0003819,1,G000078,2021-01-14 07:09:12,20210114,60.02,28.18,31.84
SP000042158,S000010672,U0003819,1,G000041,2021-01-14 07:05:33,20210114,71.25,50.83,20.42
SP000042159,S000010672,U0003819,1,G000041,2021-01-14 07:06:32,20210114,58.32,24.18,34.14
SP000042160,S000010672,U0003819,1,G000041,2021-01-14 07:03:22,20210114,53.53,48.83,4.7
SP000042161,S000010672,U0003819,1,G000041,2021-01-14 07:09:32,20210114,71.86,172.79,-100.93
SP000042162,S000010672,U0003819,1,G000100,2021-01-14 07:06:10,20210114,30.15,161.76,-131.61
SP000042163,S000010672,U0003819,1,G000041,2021-01-14 07:07:01,20210114,41.5,14.16,27.34
SP000042164,S000010672,U0003819,1,G000041,2021-01-14 07:07:30,20210114,43.33,126.62,-83.29
SP000042165,S000010672,U0003819,1,G000041,2021-01-14 07:07:21,20210114,72.85,47.26,25.59
SP000042166,S000010672,U0003819,1,G000041,2021-01-14 07:09:30,20210114,52.86,37.22,15.64
SP000042167,S000010672,U0003819,1,G000041,2021-01-14 07:03:24,20210114,36.74,62.2,-25.46
SP000042168,S000010672,U0003819,1,G000041,2021-01-14 07:04:14,20210114,93.65,73.63,20.02
SP000042169,S000010672,U0003819,1,G000041,2021-01-14 07:08:14,20210114,53.93,53.63,0.3
SP000042170,S000010672,U0003819,1,G000064,2021-01-14 07:04:13,20210114,62.92,289.95,-227.03
SP000042171,S000010672,U0003819,1,G000086,2021-01-14 07:05:37,20210114,57.08,30.1,26.98
SP000042172,S000010672,U0003819,1,G000041,2021-01-14 07:03:32,20210114,52.12,11.6,40.52
SP000042173,S000010672,U0003819,1,G000020,2021-01-14 07:09:51,20210114,53.25,51.13,2.12
SP000042174,S000010673,U0003692,1,G000011,2022-05-24 12:59:20,20220524,22.66,0.86,21.8
SP000042175,S000010673,U0003692,1,G000011,2022-05-24 13:04:44,20220524,22.11,1.5,20.61
SP000042176,S000010673,U0003692,1,G000011,2022-05-24 13:04:39,20220524,25.73,43.36,-17.63
SP000042177,S000010673,U0003692,1,G000011,2022-05-24 12:59:51,20220524,26.43,8.71,17.72
SP000042178,S000010673,U0003692,1,G000011,2022-05-24 13:06:31,20220524,24.65,3.4,21.25
SP000042179,S000010674,U0002028,1,G000119,2024-10-29 08:53:43,20241029,485.29,8.71,476.58
SP000042180,S000010674,U0002028,1,G000119,2024-10-29 08:51:51,20241029,549.72,147.05,402.67
SP000042181,S000010674,U0002028,1,G000119,2024-10-29 08:53:09,20241029,230.81,105.44,125.37
SP000042182,S000010675,U0001662,3,G000096,2025-12-31 07:11:18,20251231,80.93,89.5,-8.57
SP000042183,S000010675,U0001662,3,G000036,2025-12-31 06:52:43,20251231,92.39,44.65,47.74
SP000042184,S000010675,U0001662,3,G000096,2025-12-31 07:11:50,20251231,43.9,59.33,-15.43
SP000042185,S000010675,U0001662,3,G000096,2025-12-31 07:13:15,20251231,92.52,46.9,45.62
SP000042186,S000010675,U0001662,3,G000096,2025-12-31 06:52:04,20251231,93.77,119.49,-25.72
SP000042187,S000010675,U0001662,3,G000096,2025-12-31 06:56:03,20251231,66.54,102.9,-36.36
SP000042188,S000010675,U0001662,3,G000087,2025-12-31 06:52:11,20251231,136.53,648.55,-512.02
SP000042189,S000010675,U0001662,3,G000096,2025-12-31 07:06:32,20251231,130.93,120.18,10.75
SP000042190,S000010676,U0003881,1,G000088,2019-11-12 12:22:49,20191112,528.41,867.63,-339.22
SP000042191,S000010676,U0003881,1,G000088,2019-11-12 12:44:13,20191112,591.46,984.64,-393.18
SP000042192,S000010676,U0003881,1,G000088,2019-11-12 12:46:26,20191112,352.25,69.34,282.91
SP000042193,S000010676,U0003881,1,G000088,2019-11-12 12:31:02,20191112,603.55,124.49,479.06
SP000042194,S000010676,U0003881,1,G000088,2019-11-12 12:19:03,20191112,644.93,1021.91,-376.98
SP000042195,S000010676,U0003881,1,G000088,2019-11-12 12:15:05,20191112,700.18,299.48,400.7
SP000042196,S000010677,U0003649,1,G000045,2019-02-15 19:59:20,20190215,78.93,56.14,22.79
SP000042197,S000010677,U0003649,1,G000045,2019-02-15 19:55:50,20190215,25.28,18.51,6.77
SP000042198,S000010677,U0003649,1,G000045,2019-02-15 19:56:33,20190215,118.63,138.58,-19.95
SP000042199,S000010677,U0003649,1,G000045,2019-02-15 20:01:26,20190215,128.04,86.76,41.28
SP000042200,S000010677,U0003649,1,G000040,2019-02-15 20:08:26,20190215,121.2,36.5,84.7
SP000042201,S000010677,U0003649,1,G000045,2019-02-15 20:04:24,20190215,76.24,151.17,-74.93
SP000042202,S000010677,U0003649,1,G000045,2019-02-15 20:07:57,20190215,124.7,37.79,86.91
SP000042203,S000010677,U0003649,1,G000045,2019-02-15 19:56:53,20190215,112.24,6.89,105.35
SP000042204,S000010680,U0003495,3,G000085,2023-12-23 20:29:27,20231223,30.61,3.78,26.83
SP000042205,S000010680,U0003495,3,G000085,2023-12-23 20:02:15,20231223,36.72,17.35,19.37
SP000042206,S000010680,U0003495,3,G000005,2023-12-23 20:15:34,20231223,24.29,1.27,23.02
SP000042207,S000010680,U0003495,3,G000085,2023-12-23 20:16:41,20231223,30.15,21.9,8.25
SP000042208,S000010680,U0003495,3,G000085,2023-12-23 20:27:55,20231223,16.38,18.64,-2.26
SP000042209,S000010681,U0003534,1,G000106,2021-05-26 13:46:58,20210526,460.45,92.26,368.19
SP000042210,S000010682,U0002003,3,G000017,2025-05-23 22:49:46,20250523,187.01,299.92,-112.91
SP000042211,S000010682,U0002003,3,G000113,2025-05-23 22:53:40,20250523,173.24,278.19,-104.95
SP000042212,S000010682,U0002003,3,G000036,2025-05-23 22:49:14,20250523,216.8,208.63,8.17
SP000042213,S000010682,U0002003,3,G000052,2025-05-23 22:49:35,20250523,226.63,381.11,-154.48
SP000042214,S000010682,U0002003,3,G000058,2025-05-23 22:51:06,20250523,239.52,27.98,211.54
SP000042215,S000010683,U0001530,2,G000073,2020-04-16 13:42:37,20200416,338.26,45.04,293.22
SP000042216,S000010683,U0001530,2,G000073,2020-04-16 13:42:12,20200416,1034.19,571.8,462.39
SP000042217,S000010683,U0001530,2,G000073,2020-04-16 13:45:37,20200416,670.03,13.35,656.68
SP000042218,S000010683,U0001530,2,G000073,2020-04-16 13:40:01,20200416,330.22,746.2,-415.98
SP000042219,S000010683,U0001530,2,G000073,2020-04-16 13:40:38,20200416,466.5,99.75,366.75
SP000042220,S000010684,U0001510,1,G000004,2021-04-29 19:39:05,20210429,147.47,56.29,91.18
SP000042221,S000010686,U0003079,3,G000077,2025-07-15 13:05:14,20250715,75.52,237.24,-161.72
SP000042222,S000010686,U0003079,3,G000077,2025-07-15 13:13:21,20250715,55.65,39.98,15.67
SP000042223,S000010686,U0003079,3,G000077,2025-07-15 13:27:21,20250715,58.88,25.59,33.29
SP000042224,S000010687,U0000910,1,G000094,2019-02-20 01:12:08,20190220,33.99,59.73,-25.74
SP000042225,S000010687,U0000910,1,G000094,2019-02-20 01:10:01,20190220,42.32,84.8,-42.48
SP000042226,S000010687,U0000910,1,G000094,2019-02-20 00:51:07,20190220,32.3,16.75,15.55
SP000042227,S000010687,U0000910,1,G000070,2019-02-20 00:44:22,20190220,49.04,210.78,-161.74
SP000042228,S000010688,U0000978,1,G000065,2020-11-28 16:07:55,20201128,633.85,302.24,331.61
SP000042229,S000010688,U0000978,1,G000065,2020-11-28 16:21:39,20201128,292.74,66.97,225.77
SP000042230,S000010688,U0000978,1,G000112,2020-11-28 16:17:34,20201128,368.25,189.76,178.49
SP000042231,S000010688,U0000978,1,G000085,2020-11-28 15:46:58,20201128,883.93,639.24,244.69
SP000042232,S000010688,U0000978,1,G000065,2020-11-28 16:08:24,20201128,214.26,273.53,-59.27
SP000042233,S000010688,U0000978,1,G000001,2020-11-28 16:01:09,20201128,444.45,57.91,386.54
SP000042234,S000010688,U0000978,1,G000065,2020-11-28 16:17:54,20201128,779.68,507.31,272.37
SP000042235,S000010688,U0000978,1,G000057,2020-11-28 16:13:40,20201128,831.37,308.01,523.36
SP000042236,S000010688,U0000978,1,G000065,2020-11-28 15:57:29,20201128,586.52,175.81,410.71
SP000042237,S000010688,U0000978,1,G000065,2020-11-28 16:01:07,20201128,651.16,1331.35,-680.19
SP000042238,S000010688,U0000978,1,G000098,2020-11-28 16:19:37,20201128,558.7,135.61,423.09
SP000042239,S000010689,U0001456,3,G000078,2024-12-08 22:51:20,20241208,62.81,36.9,25.91
SP000042240,S000010689,U0001456,3,G000074,2024-12-08 23:01:07,20241208,41.86,64.49,-22.63
SP000042241,S000010689,U0001456,3,G000078,2024-12-08 22:52:31,20241208,51.23,4.32,46.91
SP000042242,S000010690,U0000701,1,G000032,2024-09-15 10:42:09,20240915,358.35,497.46,-139.11
SP000042243,S000010690,U0000701,1,G000029,2024-09-15 10:41:22,20240915,490.31,154.61,335.7
SP000042244,S000010690,U0000701,1,G000032,2024-09-15 10:44:21,20240915,479.35,309.89,169.46
SP000042245,S000010690,U0000701,1,G000039,2024-09-15 10:40:34,20240915,259.02,181.72,77.3
SP000042246,S000010690,U0000701,1,G000032,2024-09-15 10:42:56,20240915,523.67,859.39,-335.72
SP000042247,S000010690,U0000701,1,G000043,2024-09-15 10:45:46,20240915,584.74,1050.7,-465.96
SP000042248,S000010690,U0000701,1,G000120,2024-09-15 10:41:59,20240915,434.63,841.82,-407.19
SP000042249,S000010690,U0000701,1,G000032,2024-09-15 10:42:41,20240915,508.47,375.57,132.9
SP000042250,S000010690,U0000701,1,G000113,2024-09-15 10:41:01,20240915,787.57,635.39,152.18
SP000042251,S000010691,U0001926,3,G000070,2025-05-09 07:14:54,20250509,41.86,1.23,40.63
SP000042252,S000010691,U0001926,3,G000049,2025-05-09 07:08:32,20250509,18.4,13.17,5.23
SP000042253,S000010691,U0001926,3,G000115,2025-05-09 07:08:41,20250509,17.2,1.06,16.14
SP000042254,S000010691,U0001926,3,G000115,2025-05-09 07:06:53,20250509,18.06,2.76,15.3
SP000042255,S000010692,U0000584,3,G000061,2021-08-29 11:55:53,20210829,155.88,80.96,74.92
SP000042256,S000010692,U0000584,3,G000061,2021-08-29 11:51:41,20210829,153.51,39.04,114.47
SP000042257,S000010692,U0000584,3,G000061,2021-08-29 11:54:13,20210829,66.39,69.83,-3.44
SP000042258,S000010692,U0000584,3,G000061,2021-08-29 11:51:33,20210829,129.77,27.16,102.61
SP000042259,S000010692,U0000584,3,G000061,2021-08-29 11:53:55,20210829,232.54,57.85,174.69
SP000042260,S000010692,U0000584,3,G000053,2021-08-29 11:53:44,20210829,126.15,168.21,-42.06
SP000042261,S000010693,U0000143,3,G000085,2020-04-04 10:00:16,20200404,216.38,272.15,-55.77
SP000042262,S000010693,U0000143,3,G000104,2020-04-04 09:48:22,20200404,69.38,27.63,41.75
SP000042263,S000010693,U0000143,3,G000104,2020-04-04 09:42:06,20200404,142.61,17.72,124.89
SP000042264,S000010694,U0002825,1,G000022,2022-05-17 15:36:27,20220517,246.54,292.92,-46.38
SP000042265,S000010694,U0002825,1,G000020,2022-05-17 15:27:33,20220517,384.65,132.21,252.44
SP000042266,S000010694,U0002825,1,G000022,2022-05-17 15:36:31,20220517,169.64,240.24,-70.6
SP000042267,S000010695,U0002750,3,G000071,2024-05-09 10:38:31,20240509,149.05,109.34,39.71
SP000042268,S000010695,U0002750,3,G000119,2024-05-09 10:36:08,20240509,118.41,37.91,80.5
SP000042269,S000010695,U0002750,3,G000119,2024-05-09 10:41:09,20240509,107.91,13.43,94.48
SP000042270,S000010695,U0002750,3,G000119,2024-05-09 10:32:38,20240509,212.56,4.26,208.3
SP000042271,S000010695,U0002750,3,G000040,2024-05-09 10:24:38,20240509,149.86,90.4,59.46
SP000042272,S000010695,U0002750,3,G000024,2024-05-09 10:24:45,20240509,103.35,150.56,-47.21
SP000042273,S000010695,U0002750,3,G000119,2024-05-09 10:31:23,20240509,70.88,77.06,-6.18
SP000042274,S000010696,U0003256,3,G000087,2021-06-02 23:03:31,20210602,105.58,171.86,-66.28
SP000042275,S000010696,U0003256,3,G000090,2021-06-02 22:56:07,20210602,123.42,68.9,54.52
SP000042276,S000010696,U0003256,3,G000095,2021-06-02 23:01:32,20210602,87.33,47.29,40.04
SP000042277,S000010697,U0001241,1,G000043,2024-04-25 20:54:27,20240425,97.99,5.66,92.33
SP000042278,S000010697,U0001241,1,G000043,2024-04-25 20:46:55,20240425,87.87,78.18,9.69
SP000042279,S000010697,U0001241,1,G000043,2024-04-25 20:58:10,20240425,167.82,247.56,-79.74
SP000042280,S000010697,U0001241,1,G000043,2024-04-25 20:46:53,20240425,92.66,23.66,69.0
SP000042281,S000010697,U0001241,1,G000043,2024-04-25 20:51:09,20240425,177.55,11.72,165.83
SP000042282,S000010697,U0001241,1,G000043,2024-04-25 20:57:02,20240425,64.3,50.16,14.14
SP000042283,S000010697,U0001241,1,G000043,2024-04-25 21:02:53,20240425,57.84,123.42,-65.58
SP000042284,S000010698,U0002200,1,G000069,2025-01-21 23:05:34,20250121,516.51,515.64,0.87
SP000042285,S000010698,U0002200,1,G000093,2025-01-21 23:06:26,20250121,1032.9,690.17,342.73
SP000042286,S000010699,U0002116,1,G000060,2021-07-12 00:03:16,20210712,33.05,105.87,-72.82
SP000042287,S000010699,U0002116,1,G000060,2021-07-11 23:36:07,20210711,54.18,6.12,48.06
SP000042288,S000010699,U0002116,1,G000060,2021-07-11 23:36:25,20210711,60.17,26.78,33.39
SP000042289,S000010699,U0002116,1,G000031,2021-07-11 23:40:56,20210711,40.31,48.58,-8.27
SP000042290,S000010699,U0002116,1,G000060,2021-07-11 23:59:45,20210711,49.51,38.07,11.44
SP000042291,S000010700,U0001344,2,G000019,2022-12-22 02:37:28,20221222,2206.62,7971.6,-5764.98
SP000042292,S000010700,U0001344,2,G000082,2022-12-22 02:33:51,20221222,1054.35,745.89,308.46
SP000042293,S000010700,U0001344,2,G000107,2022-12-22 02:27:56,20221222,1005.15,1167.1,-161.95
SP000042294,S000010700,U0001344,2,G000082,2022-12-22 02:32:36,20221222,795.14,860.76,-65.62
SP000042295,S000010700,U0001344,2,G000082,2022-12-22 02:28:50,20221222,588.33,713.53,-125.2
SP000042296,S000010700,U0001344,2,G000082,2022-12-22 02:33:03,20221222,1119.05,497.55,621.5
SP000042297,S000010701,U0003983,2,G000051,2025-11-15 16:26:14,20251115,259.51,53.27,206.24
SP000042298,S000010701,U0003983,2,G000031,2025-11-15 16:24:34,20251115,163.17,90.55,72.62
SP000042299,S000010702,U0000634,1,G000115,2024-04-25 23:17:54,20240425,86.2,64.44,21.76
SP000042300,S000010702,U0000634,1,G000115,2024-04-25 23:20:39,20240425,158.93,26.13,132.8
SP000042301,S000010702,U0000634,1,G000115,2024-04-25 23:12:02,20240425,72.16,306.51,-234.35
SP000042302,S000010702,U0000634,1,G000115,2024-04-25 23:16:54,20240425,141.54,477.68,-336.14
SP000042303,S000010703,U0002884,1,G000060,2022-09-02 16:26:11,20220902,524.19,862.3,-338.11
SP000042304,S000010703,U0002884,1,G000104,2022-09-02 16:27:05,20220902,1312.91,575.89,737.02
SP000042305,S000010704,U0000215,1,G000056,2020-05-21 12:32:11,20200521,54.53,34.81,19.72
SP000042306,S000010704,U0000215,1,G000056,2020-05-21 12:33:14,20200521,73.69,17.34,56.35
SP000042307,S000010706,U0001896,1,G000050,2023-04-07 04:12:54,20230407,47.94,11.58,36.36
SP000042308,S000010706,U0001896,1,G000050,2023-04-07 04:34:39,20230407,67.06,113.5,-46.44
SP000042309,S000010706,U0001896,1,G000050,2023-04-07 04:18:01,20230407,102.46,297.78,-195.32
SP000042310,S000010706,U0001896,1,G000050,2023-04-07 04:35:07,20230407,76.29,49.87,26.42
SP000042311,S000010706,U0001896,1,G000050,2023-04-07 04:13:10,20230407,58.74,73.42,-14.68
SP000042312,S000010706,U0001896,1,G000050,2023-04-07 04:23:34,20230407,79.52,23.08,56.44
SP000042313,S000010707,U0002314,1,G000112,2020-08-18 01:04:42,20200818,85.34,25.17,60.17
SP000042314,S000010707,U0002314,1,G000112,2020-08-18 01:05:20,20200818,189.23,143.45,45.78
SP000042315,S000010707,U0002314,1,G000112,2020-08-18 01:12:49,20200818,154.25,41.1,113.15
SP000042316,S000010707,U0002314,1,G000112,2020-08-18 01:15:06,20200818,97.34,40.59,56.75
SP000042317,S000010707,U0002314,1,G000112,2020-08-18 01:17:57,20200818,117.08,31.24,85.84
SP000042318,S000010709,U0002854,3,G000077,2022-05-23 01:27:52,20220523,137.01,9.16,127.85
SP000042319,S000010709,U0002854,3,G000002,2022-05-23 01:30:34,20220523,114.75,51.97,62.78
SP000042320,S000010710,U0002688,1,G000063,2025-08-29 16:09:15,20250829,754.07,869.45,-115.38
SP000042321,S000010710,U0002688,1,G000095,2025-08-29 16:14:24,20250829,560.73,39.19,521.54
SP000042322,S000010710,U0002688,1,G000071,2025-08-29 16:07:42,20250829,617.83,1.99,615.84
SP000042323,S000010710,U0002688,1,G000095,2025-08-29 16:07:30,20250829,535.04,689.18,-154.14
SP000042324,S000010710,U0002688,1,G000082,2025-08-29 16:07:56,20250829,352.4,404.79,-52.39
SP000042325,S000010710,U0002688,1,G000095,2025-08-29 16:07:21,20250829,345.32,850.88,-505.56
SP000042326,S000010710,U0002688,1,G000095,2025-08-29 16:09:48,20250829,652.3,532.95,119.35
SP000042327,S000010711,U0002884,1,G000027,2023-08-15 07:30:09,20230815,2323.01,931.19,1391.82
SP000042328,S000010713,U0000289,3,G000005,2025-10-21 01:40:53,20251021,232.62,27.1,205.52
SP000042329,S000010714,U0001840,1,G000031,2023-05-07 11:33:27,20230507,559.13,547.32,11.81
SP000042330,S000010714,U0001840,1,G000031,2023-05-07 11:36:48,20230507,577.21,168.53,408.68
SP000042331,S000010714,U0001840,1,G000031,2023-05-07 11:22:45,20230507,410.51,440.19,-29.68
SP000042332,S000010715,U0000832,1,G000048,2021-08-21 13:15:08,20210821,31.44,41.11,-9.67
SP000042333,S000010716,U0000263,2,G000053,2022-07-01 12:27:33,20220701,87.39,73.07,14.32
SP000042334,S000010716,U0000263,2,G000102,2022-07-01 12:37:38,20220701,138.88,90.16,48.72
SP000042335,S000010716,U0000263,2,G000053,2022-07-01 12:44:19,20220701,95.85,76.14,19.71
SP000042336,S000010716,U0000263,2,G000007,2022-07-01 12:29:05,20220701,77.63,48.63,29.0
SP000042337,S000010716,U0000263,2,G000053,2022-07-01 12:35:08,20220701,128.73,47.25,81.48
SP000042338,S000010716,U0000263,2,G000053,2022-07-01 12:25:48,20220701,99.88,10.56,89.32
SP000042339,S000010716,U0000263,2,G000053,2022-07-01 12:39:25,20220701,116.4,148.17,-31.77
SP000042340,S000010716,U0000263,2,G000115,2022-07-01 12:42:06,20220701,171.53,10.4,161.13
SP000042341,S000010717,U0001219,1,G000068,2023-05-12 14:57:47,20230512,32.2,3.45,28.75
SP000042342,S000010719,U0000001,1,G000005,2024-07-25 10:05:25,20240725,50.4,13.37,37.03
SP000042343,S000010719,U0000001,1,G000005,2024-07-25 09:53:04,20240725,128.29,53.34,74.95
SP000042344,S000010719,U0000001,1,G000005,2024-07-25 09:54:04,20240725,85.55,59.3,26.25
SP000042345,S000010719,U0000001,1,G000119,2024-07-25 09:52:05,20240725,42.69,10.54,32.15
SP000042346,S000010720,U0000889,2,G000075,2024-03-11 07:34:09,20240311,39.07,132.61,-93.54
SP000042347,S000010720,U0000889,2,G000080,2024-03-11 08:20:15,20240311,116.09,164.82,-48.73
SP000042348,S000010720,U0000889,2,G000055,2024-03-11 07:40:21,20240311,139.81,150.77,-10.96
SP000042349,S000010721,U0003138,3,G000045,2025-06-29 17:05:52,20250629,300.68,48.88,251.8
SP000042350,S000010721,U0003138,3,G000045,2025-06-29 16:53:35,20250629,152.0,134.82,17.18
SP000042351,S000010723,U0003879,1,G000024,2025-08-14 12:04:22,20250814,27.83,19.09,8.74
SP000042352,S000010723,U0003879,1,G000024,2025-08-14 11:51:09,20250814,20.31,14.5,5.81
SP000042353,S000010724,U0001464,1,G000115,2024-10-03 20:31:22,20241003,144.39,39.29,105.1
SP000042354,S000010724,U0001464,1,G000115,2024-10-03 20:37:47,20241003,79.66,38.96,40.7
SP000042355,S000010724,U0001464,1,G000115,2024-10-03 20:31:48,20241003,221.81,543.08,-321.27
SP000042356,S000010724,U0001464,1,G000115,2024-10-03 20:36:05,20241003,81.93,40.17,41.76
SP000042357,S000010725,U0003705,1,G000097,2022-12-05 06:24:00,20221205,301.86,430.96,-129.1
SP000042358,S000010725,U0003705,1,G000097,2022-12-05 06:23:29,20221205,311.57,295.19,16.38
SP000042359,S000010726,U0000863,2,G000109,2020-11-09 16:46:10,20201109,612.26,68.46,543.8
SP000042360,S000010726,U0000863,2,G000109,2020-11-09 16:43:49,20201109,681.24,1765.1,-1083.86
SP000042361,S000010726,U0000863,2,G000020,2020-11-09 16:48:31,20201109,585.75,893.33,-307.58
SP000042362,S000010726,U0000863,2,G000109,2020-11-09 16:47:41,20201109,530.12,496.05,34.07
SP000042363,S000010726,U0000863,2,G000005,2020-11-09 16:43:38,20201109,359.45,44.76,314.69
SP000042364,S000010728,U0000895,3,G000096,2023-08-02 00:14:16,20230802,170.01,227.26,-57.25
SP000042365,S000010728,U0000895,3,G000096,2023-08-02 00:07:44,20230802,141.78,122.18,19.6
SP000042366,S000010728,U0000895,3,G000096,2023-08-02 00:18:09,20230802,158.94,83.74,75.2
SP000042367,S000010728,U0000895,3,G000096,2023-08-02 00:12:04,20230802,254.96,123.91,131.05
SP000042368,S000010728,U0000895,3,G000096,2023-08-02 00:14:22,20230802,342.75,167.76,174.99
SP000042369,S000010728,U0000895,3,G000096,2023-08-02 00:18:29,20230802,190.24,130.52,59.72
SP000042370,S000010729,U0001248,1,G000114,2023-09-06 07:59:21,20230906,650.74,225.24,425.5
SP000042371,S000010729,U0001248,1,G000114,2023-09-06 07:56:29,20230906,444.15,608.36,-164.21
SP000042372,S000010729,U0001248,1,G000114,2023-09-06 08:01:55,20230906,376.58,385.59,-9.01
SP000042373,S000010729,U0001248,1,G000114,2023-09-06 08:00:13,20230906,264.04,64.65,199.39
SP000042374,S000010729,U0001248,1,G000114,2023-09-06 08:02:06,20230906,730.0,78.06,651.94
SP000042375,S000010729,U0001248,1,G000018,2023-09-06 07:58:24,20230906,965.38,3238.33,-2272.95
SP000042376,S000010731,U0002398,1,G000004,2021-11-03 06:50:15,20211103,64.98,13.73,51.25
SP000042377,S000010731,U0002398,1,G000098,2021-11-03 06:43:08,20211103,211.21,56.49,154.72
SP000042378,S000010732,U0001345,1,G000079,2019-04-19 11:36:50,20190419,313.05,894.41,-581.36
SP000042379,S000010732,U0001345,1,G000079,2019-04-19 11:25:03,20190419,207.59,264.02,-56.43
SP000042380,S000010732,U0001345,1,G000079,2019-04-19 11:34:18,20190419,158.25,80.77,77.48
SP000042381,S000010732,U0001345,1,G000006,2019-04-19 11:25:49,20190419,163.28,106.54,56.74
SP000042382,S000010732,U0001345,1,G000079,2019-04-19 11:41:15,20190419,123.67,207.99,-84.32
SP000042383,S000010732,U0001345,1,G000079,2019-04-19 11:36:37,20190419,346.37,474.57,-128.2
SP000042384,S000010732,U0001345,1,G000079,2019-04-19 11:26:27,20190419,84.87,86.87,-2.0
SP000042385,S000010732,U0001345,1,G000079,2019-04-19 11:35:19,20190419,200.8,378.38,-177.58
SP000042386,S000010732,U0001345,1,G000034,2019-04-19 11:26:56,20190419,101.51,218.04,-116.53
SP000042387,S000010732,U0001345,1,G000079,2019-04-19 11:33:25,20190419,142.06,29.07,112.99
SP000042388,S000010732,U0001345,1,G000079,2019-04-19 11:28:42,20190419,233.85,47.21,186.64
SP000042389,S000010732,U0001345,1,G000079,2019-04-19 11:30:29,20190419,378.59,89.24,289.35
SP000042390,S000010732,U0001345,1,G000083,2019-04-19 11:25:54,20190419,202.4,401.42,-199.02
SP000042391,S000010732,U0001345,1,G000079,2019-04-19 11:48:30,20190419,212.73,137.85,74.88
SP000042392,S000010732,U0001345,1,G000079,2019-04-19 11:44:21,20190419,118.57,67.95,50.62
SP000042393,S000010733,U0000842,3,G000106,2025-03-14 02:58:57,20250314,109.35,244.53,-135.18
SP000042394,S000010733,U0000842,3,G000106,2025-03-14 02:59:21,20250314,237.42,43.57,193.85
SP000042395,S000010733,U0000842,3,G000019,2025-03-14 03:03:43,20250314,252.04,14.13,237.91
SP000042396,S000010733,U0000842,3,G000106,2025-03-14 03:06:39,20250314,540.75,223.39,317.36
SP000042397,S000010733,U0000842,3,G000106,2025-03-14 02:53:23,20250314,152.1,24.11,127.99
SP000042398,S000010734,U0003848,1,G000050,2025-03-01 22:21:03,20250301,69.55,2.59,66.96
SP000042399,S000010734,U0003848,1,G000050,2025-03-01 22:46:12,20250301,145.29,42.2,103.09
